Date,Value,,,,,
875,115.546,90.721222,,,,
876,115.105,99.853622,,,,
877,119.186,110.127579,,,,
878,113.685,98.712074,,,,
879,112.834,110.127579,,,,
880,109.157,98.712074,,,,
881,105.765,82.616211,,,,
882,104.479,80.218956,,,,
883,106.331,86.040863,,,,
884,104.62,98.712074,,,,
885,102.531,104.419815,,,,
886,100.138,106.702927,,,,
887,99.6145,120.40152,,,,
888,97.493,113.552231,,,,
889,101.843,115.835327,,,,
890,100.674,129.53392,,,,
891,110.425,130.675476,,,,
892,118.24,198.026932,,,,
893,133.662,283.6432,,,,
894,135.29,281.3601,,,,
895,134.159,291.634064,,,,
896,135.224,245.972046,,,,
897,133.169,247.1136,,,,
898,136.679,250.538239,,,,
899,135.526,271.086151,,,,
900,135.319,233.415,,,,
901,137.646,274.5108,,,,
902,143.55,301.90802,,,,
903,150.259,299.6249,,,,
904,149.045,250.538239,,,,
905,151.712,234.556549,,,,
906,165.25,275.652344,,,,
907,170.305,291.634064,,,,
908,176.987,356.702423,,,,
909,181.161,369.761627,,,,
910,190.372,295.560852,,,,
911,186.545,310.401031,,,,
912,190.949,372.044739,,,,
913,192.779,440.5377,,,,
914,220.502,472.9576,,,,
915,238.129,532.3182,,,,
916,232.01,484.373047,,,,
917,237.898,374.32782,,,,
918,238.068,462.2272,,,,
919,254.449,374.32782,,,,
920,263.857,356.063019,,,,
921,281.401,326.382721,,,,
922,295.744,388.8483,,,,
923,283.693,339.761627,,,,
924,274.354,362.592621,,,,
925,271.809,254.145355,,,,
926,283.505,313.505981,,,,
927,283.242,291.816528,,,,
928,279.323,275.8348,,,,
929,283.315,238.163666,,,,
930,281.17,254.145355,,,,
931,323.188,278.11792,,,,
932,323.656,359.167969,,,,
933,314.059,366.4737,,,,
934,305.974,424.692749,,,,
935,320.755,417.843445,,,,
936,331.097,403.0033,,,,
937,336.849,466.4737,,,,
938,315.879,330.6292,,,,
939,305.25,335.195435,,,,
940,335.414,507.5695,,,,
941,328.429,408.254639,,,,
942,323.059,339.761627,,,,
943,328.748,480.1723,,,,
944,343.565,501.861755,,,,
945,372.801,472.181458,,,,
946,407.498,485.880066,,,,
947,395.27,491.5878,,,,
948,387.911,477.8892,,,,
949,374.663,432.2272,,,,
950,357.974,335.195435,,,,
951,349.748,288.391876,,,,
952,331.576,313.505981,,,,
953,344.741,356.8849,,,,
954,333.874,445.9258,,,,
955,339.998,474.464539,,,,
956,343.31,452.7751,,,,
957,346.502,493.8709,,,,
958,345.595,432.2272,,,,
959,332.577,416.2455,,,,
960,332.348,495.012451,,,,
961,345.384,442.9576,,,,
962,338.638,439.0765,,,,
963,341.51,547.523743,,,,
964,353.404,561.6788,,,,
965,370.675,567.245,,,,
966,368.368,541.81604,,,,
967,367.194,492.7294,,,,
968,354.528,443.6427,,,,
969,339.995,418.528564,,,,
970,330.768,358.026428,,,,
971,325.116,404.83,,,,
972,313.402,362.592621,,,,
973,294.222,323.779938,,,,
974,293.062,299.807373,,,,
975,271.551,249.579163,,,,
976,253.288,254.145355,,,,
977,252.17,273.551727,,,,
978,263.321,378.574341,,,,
979,257.737,423.0948,,,,
980,253.334,401.405334,,,,
981,250.421,323.779938,,,,
982,234.493,305.5151,,,,
983,221.926,327.843964,,,,
984,223.249,330.127075,,,,
985,213.444,262.7756,,,,
986,222.019,331.268616,,,,
987,212.441,295.880554,,,,
988,201.203,284.78476,,,,
989,189.802,275.652344,,,,
990,178.816,257.387543,,,,
991,173.183,267.6615,,,,
992,168.87,272.2277,,,,
993,171.072,274.5108,,,,
994,174.439,250.538239,,,,
995,169.362,215.150192,,,,
996,178.459,304.1911,,,,
997,198.146,243.688934,,,,
998,201.675,243.688934,,,,
999,203.68,291.634064,,,,
1000,219.936,413.779938,,,,
1001,217.984,325.880554,,,,
1002,206.585,271.086151,,,,
1003,206.497,249.3967,,,,
1004,200.724,235.6981,,,,
1005,186.237,223.141037,,,,
1006,171.309,218.574844,,,,
1007,157.6,204.876236,,,,
1008,145.637,196.885391,,,,
1009,137.696,175.195938,,,,
1010,129.016,174.054382,,,,
1011,123.82,172.912827,,,,
1012,133.67,170.62973,,,,
1013,128.021,166.063538,,,,
1014,121.228,154.648026,,,,
1015,115.221,147.798737,,,,
1016,109.774,143.232529,,,,
1017,102.16,140.949432,,,,
1018,95.5462,134.100128,,,,
1019,89.4721,128.39238,,,,
1020,83.8159,124.967728,,,,
1021,80.1576,122.684631,,,,
1022,75.126,116.976868,,,,
1023,70.6443,113.552231,,,,
1024,66.5314,108.986023,,,,
1025,62.8006,105.561371,,,,
1026,59.4499,105.561371,,,,
1027,61.8521,104.419815,,,,
1028,58.5351,102.136719,,,,
1029,55.4295,95.287422,,,,
1030,54.2757,89.579666,,,,
1031,53.1418,90.721222,,,,
1032,51.8334,87.29657,,,,
1033,50.7391,87.29657,,,,
1034,48.3827,82.616211,,,,
1035,46.2006,79.534027,,,,
1036,44.341,78.73494,,,,
1037,42.5232,74.853676,,,,
1038,40.859,69.83085,,,,
1039,39.2957,64.80803,,,,
1040,37.8771,60.01352,,,,
1041,36.593,56.81718,,,,
1042,35.4321,53.73499,,,,
1043,34.3276,51.79436,,,,
1044,33.3153,52.9359055,,,,
1045,32.3858,58.41535,,,,
1046,31.5215,58.07288,,,,
1047,31.7931,58.87197,,,,
1048,42.9543,69.37423,,,,
1049,41.7796,61.15507,,,,
1050,40.5388,60.01352,,,,
1051,39.251,57.6162643,,,,
1052,37.7661,56.47472,,,,
1053,36.3989,56.0181,,,,
1054,35.1372,54.53408,,,,
1055,34.8458,54.87654,,,,
1056,33.7188,53.73499,,,,
1057,32.6655,51.79436,,,,
1058,31.7056,50.99527,,,,
1059,30.8314,51.33774,,,,
1060,30.008,50.19619,,,,
1061,29.2443,49.16879,,,,
1062,28.538,48.3697052,,,,
1063,27.8869,48.0272446,,,,
1064,27.2831,47.3423157,,,,
1065,26.7178,46.99985,,,,
1066,26.5798,46.20076,,,,
1067,26.1003,43.6893539,,,,
1068,25.6497,44.0318146,,,,
1069,25.2291,42.5478,,,,
1070,24.8293,41.52041,,,,
1071,24.4531,39.693924,,,,
1072,24.1047,37.29667,,,,
1073,23.8042,36.7259,,,,
1074,23.4868,35.6985,,,,
1075,23.1852,34.6711044,,,,
1076,22.8988,33.3012466,,,,
1077,22.6267,32.95878,,,,
1078,22.3679,33.64371,,,,
1079,22.1214,35.01357,,,,
1080,21.8863,33.3012466,,,,
1081,21.6618,32.6163139,,,,
1082,21.4469,32.6163139,,,,
1083,21.2411,31.36061,,,,
1084,21.0436,30.67568,,,,
1085,20.8537,29.6482849,,,,
1086,20.671,29.6482849,,,,
1087,20.4948,29.30582,,,,
1088,20.3248,29.07751,,,,
1089,20.1604,27.821804,,,,
1090,20.0012,25.88117,,,,
1091,19.8469,25.88117,,,,
1092,19.6971,25.65286,,,,
1093,19.5514,24.96793,,,,
1094,19.4096,24.73962,,,,
1095,19.2714,22.7989845,,,,
1096,19.344,22.7989845,,,,
1097,20.1919,26.5660973,,,,
1098,20.112,22.2282066,,,,
1099,19.9898,21.8857422,,,,
1100,19.8622,21.6574326,,,,
1101,19.7737,20.63004,,,,
1102,19.6523,20.05926,,,,
1103,19.5292,19.2601776,,,,
1104,19.3843,18.6894035,,,,
1105,19.2387,18.34694,,,,
1106,19.0928,18.11863,,,,
1107,18.9473,16.9770775,,,,
1108,18.8052,16.634613,,,,
1109,18.6617,15.8355255,,,,
1110,18.5197,15.03644,,,,
1111,18.5372,14.1232033,,,,
1112,18.4096,14.4656677,,,,
1113,18.319,14.1232033,,,,
1114,18.2208,14.4656677,,,,
1115,18.1072,14.4656677,,,,
1116,17.9813,14.1232033,,,,
1117,17.8517,13.5524254,,,,
1118,17.7228,15.03644,,,,
1119,17.5948,15.03644,,,,
1120,17.4681,14.1232033,,,,
1121,17.3427,14.1232033,,,,
1122,17.2188,13.5524254,,,,
1123,17.0965,13.8948936,,,,
1124,16.9759,13.3241158,,,,
1125,17.0357,13.5524254,,,,
1126,17.7951,11.8401031,,,,
1127,17.9437,11.8401031,,,,
1128,19.5228,20.5158844,,,,
1129,19.5716,15.8355255,,,,
1130,19.5701,15.26475,,,,
1131,19.4835,13.5524254,,,,
1132,19.5526,11.38348,,,,
1133,19.5814,11.15517,,,,
1134,19.6943,11.6117935,,,,
1135,19.7291,10.812706,,,,
1136,19.7699,9.557003,,,,
1137,19.7761,9.557003,,,,
1138,19.6046,9.32869,,,,
1139,19.4159,8.5296059,,,,
1140,19.3955,8.0729866,,,,
1141,19.4406,7.844677,,,,
1142,19.4172,8.0729866,,,,
1143,19.3409,7.844677,,,,
1144,19.2325,7.5022125,,,,
1145,19.0364,7.844677,,,,
1146,21.0247,16.06384,,,,
1147,23.0939,16.06384,,,,
1148,23.2561,15.26475,,,,
1149,23.283,7.04559,,,,
1150,23.3147,7.04559,,,,
1151,23.3807,11.954258,,,,
1152,23.3173,10.3560867,,,,
1153,23.2504,8.0729866,,,,
1154,25.3419,11.15517,,,,
1155,25.2985,12.1825676,,,,
1156,26.0695,14.4656677,,,,
1157,28.0807,16.06384,,,,
1158,28.7461,14.1232033,,,,
1159,29.6955,14.1232033,,,,
1160,29.4709,10.812706,,,,
1161,28.9623,10.812706,,,,
1162,28.4397,10.3560867,,,,
1163,28.1948,14.4656677,,,,
1164,27.9721,15.26475,,,,
1165,28.4484,13.8948936,,,,
1166,28.2722,10.5843964,,,,
1167,28.0597,12.6391869,,,,
1168,27.96,9.32869,,,,
1169,27.7103,9.557003,,,,
1170,29.464,16.9770775,,,,
1171,29.8206,19.031868,,,,
1172,30.0758,15.8355255,,,,
1173,29.76,13.5524254,,,,
1174,29.6217,11.954258,,,,
1175,29.3496,13.8948936,,,,
1176,29.0171,13.66658,,,,
1177,29.5261,14.4656677,,,,
1178,30.2596,19.83095,,,,
1179,30.1741,36.84005,,,,
1180,31.6846,27.93596,,,,
1181,33.3983,21.6574326,,,,
1182,33.3944,22.5706749,,,,
1183,33.5719,25.65286,,,,
1184,33.6445,30.3332138,,,,
1185,34.0422,26.79441,,,,
1186,35.9016,34.32864,,,,
1187,36.7744,32.27385,,,,
1188,37.4767,33.64371,,,,
1189,39.1739,37.63914,,,,
1190,39.9175,47.3423157,,,,
1191,40.1434,44.8309,,,,
1192,43.0717,41.17794,,,,
1193,46.3431,36.7259,,,,
1194,48.6749,34.6711044,,,,
1195,52.2154,34.32864,,,,
1196,57.0497,32.95878,,,,
1197,61.5096,42.20534,,,,
1198,64.9543,43.6893539,,,,
1199,67.7146,45.8583,,,,
1200,67.8077,56.13225,,,,
1201,67.2379,51.4519,,,,
1202,66.8438,46.20076,,,,
1203,65.8625,61.15507,,,,
1204,66.4646,65.26465,,,,
1205,65.946,69.37423,,,,
1206,64.8734,70.28747,,,,
1207,63.4129,72.684731,,,,
1208,61.5354,77.022621,,,,
1209,60.4649,78.73494,,,,
1210,58.5998,82.159592,,,,
1211,57.4255,83.4153,,,,
1212,56.9939,82.159592,,,,
1213,56.7361,99.853622,,,,
1214,56.7557,87.29657,,,,
1215,55.3156,66.5203552,,,,
1216,54.3492,58.64366,,,,
1217,55.3884,48.0272446,,,,
1218,57.3998,45.8583,,,,
1219,57.3687,52.5934448,,,,
1220,57.9744,67.43359,,,,
1221,64.734,58.5295,,,,
1222,63.7574,47.3423157,,,,
1223,62.736,41.86287,,,,
1224,61.9038,37.63914,,,,
1225,59.7696,39.12315,,,,
1226,59.2466,34.6711044,,,,
1227,58.3752,33.64371,,,,
1228,57.9073,47.68478,,,,
1229,59.0402,55.67563,,,,
1230,59.1891,73.2555,,,,
1231,58.3204,68.11852,,,,
1232,58.9291,72.342262,,,,
1233,59.3669,77.022621,,,,
1234,58.4356,77.022621,,,,
1235,59.4266,78.27832,,,,
1236,58.7526,81.246353,,,,
1237,58.441,76.565994,,,,
1238,60.3899,88.438118,,,,
1239,59.2448,85.812553,,,,
1240,60.9695,81.124,,,,
1241,78.4364,104.909,,,,
1242,76.2055,99.968,,,,
1243,74.2517,96.212,,,,
1244,72.7652,94.376,,,,
1245,72.5406,95.669,,,,
1246,87.5768,127.308,,,,
1247,104.508,134.100128,,,,
1248,117.625,160.355774,,,,
1249,122.241,150.081833,,,,
1250,135.506,152.364929,,,,
1251,135.52,169.48819,,,,
1252,146.29,159.214233,,,,
1253,139.569,142.090973,,,,
1254,137.87,122.684631,,,,
1255,137.357,123.826172,,,,
1256,142.726,140.949432,,,,
1257,158.282,170.62973,,,,
1258,192.591,251.6798,,,,
1259,208.293,206.017792,,,,
1260,212.97,193.460739,,,,
1261,201.337,200.310043,,,,
1262,195.953,164.921982,,,,
1263,190.916,169.48819,,,,
1264,199.19,182.045242,,,,
1265,198.696,241.405853,,,,
1266,202.507,264.236847,,,,
1267,209.541,301.90802,,,,
1268,218.245,332.729858,,,,
1269,235.404,588.4371,,,,
1270,232.122,338.437622,,,,
1271,225.712,495.971558,,,,
1272,221.257,340.7207,,,,
1273,234.511,309.898865,,,,
1274,238.484,444.601776,,,,
1275,236.409,392.090485,,,,
1276,242.7,457.158844,,,,
1277,257.095,525.651855,,,,
1278,294.643,484.556,,,,
1279,312.386,392.090485,,,,
1280,347.07,471.313843,,,,
1281,352.508,406.7019,,,,
1282,358.806,408.072174,,,,
1283,373.175,442.7751,,,,
1284,383.931,418.34613,,,,
1285,399.245,537.523743,,,,
1286,431.301,457.3264,,,,
1287,451.644,530.674438,,,,
1288,450.303,524.5103,,,,
1289,441.6,474.282074,,,,
1290,429.718,558.7568,,,,
1291,410.338,509.670166,,,,
1292,398.689,570.1723,,,,
1293,395.525,527.934937,,,,
1294,408.594,543.2315,,,,
1295,415.744,515.8343,,,,
1296,417.55,531.81604,,,,
1297,444.201,375.194946,,,,
1298,441.638,406.7019,,,,
1299,443.72,540.492,,,,
1300,446.537,539.8069,,,,
1301,463.915,514.2363,,,,
1302,477.906,418.34613,,,,
1303,507.58,457.158844,,,,
1304,494.904,479.989838,,,,
1305,497.339,508.528564,,,,
1306,490.845,539.8069,,,,
1307,480.486,473.5969,,,,
1308,527.163,552.653,,,,
1309,516.958,542.089966,,,,
1310,504.599,475.880066,,,,
1311,482.337,523.3687,,,,
1312,455.555,517.661,,,,
1313,441.006,451.45108,,,,
1314,421.762,470.857422,,,,
1315,410.586,426.336975,,,,
1316,430.231,479.989838,,,,
1317,411.51,404.647522,,,,
1318,398.109,413.779938,,,,
1319,391.229,419.487671,,,,
1320,397.241,430.903168,,,,
1321,418.861,539.350464,,,,
1322,433.845,550.7659,,,,
1323,429.755,473.5969,,,,
1324,458.573,488.4371,,,,
1325,450.268,521.085632,,,,
1326,469.481,472.365,,,,
1327,464.54,547.3413,,,,
1328,442.3,524.966736,,,,
1329,443.933,509.670166,,,,
1330,463.796,445.743317,,,,
1331,473.485,491.405334,,,,
1332,466.396,500.5377,,,,
1333,454.887,489.122253,,,,
1334,447.4,527.934937,,,,
1335,437.05,518.802551,,,,
1336,455.384,446.8849,,,,
1337,452.638,474.282074,,,,
1338,441.838,427.934937,,,,
1339,425.652,542.7751,,,,
1340,404.018,432.50116,,,,
1341,392.257,427.2498,,,,
1342,387.726,541.633545,,,,
1343,392.406,509.4414,,,,
1344,385.376,398.71106,,,,
1345,397.783,569.030762,,,,
1346,378.646,416.9758,,,,
1347,350.508,469.715881,,,,
1348,344.66,494.83,,,,
1349,337.548,457.158844,,,,
1350,320.377,421.770782,,,,
1351,308.659,456.017273,,,,
1352,307.873,427.478516,,,,
1353,294.476,459.441925,,,,
1354,277.091,500.5377,,,,
1355,289.96,495.2864,,,,
1356,278.245,449.167969,,,,
1357,274.265,421.770782,,,,
1358,275.153,354.4193,,,,
1359,277.913,333.8714,,,,
1360,276.357,329.3052,,,,
1361,262.302,324.739,,,,
1362,273.604,380.674957,,,,
1363,278.818,363.551727,,,,
1364,286.62,376.108765,,,,
1365,280.68,358.9855,,,,
1366,263.413,314.465057,,,,
1367,245.321,291.634064,,,,
1368,229.324,263.0953,,,,
1369,233.19,293.917145,,,,
1370,220.771,239.122742,,,,
1371,207.927,218.574844,,,,
1372,201.725,200.310043,,,,
1373,186.859,193.460739,,,,
1374,172.302,185.469879,,,,
1375,161.515,177.479034,,,,
1376,152.07,172.912827,,,,
1377,144.037,161.49733,,,,
1378,138.506,160.355774,,,,
1379,130.711,151.223373,,,,
1380,124.443,145.515625,,,,
1381,118.476,140.949432,,,,
1382,112.506,136.383224,,,,
1383,108.343,134.100128,,,,
1384,103.416,136.383224,,,,
1385,96.8039,134.100128,,,,
1386,90.7365,127.250824,,,,
1387,85.2414,126.109268,,,,
1388,80.2632,124.967728,,,,
1389,75.7303,121.543076,,,,
1390,71.3698,118.118423,,,,
1391,67.3979,113.552231,,,,
1392,63.6852,110.127579,,,,
1393,60.3418,106.702927,,,,
1394,57.3578,105.561371,,,,
1395,56.229,100.995178,,,,
1396,55.4675,98.712074,,,,
1397,53.2815,93.004318,,,,
1398,51.2425,90.721222,,,,
1399,51.0584,86.155022,,,,
1400,51.3927,82.73037,,,,
1401,51.3161,90.721222,,,,
1402,49.1337,73.369659,,,,
1403,48.4518,72.570572,,,,
1404,46.4684,72.2281,,,,
1405,46.184,71.42902,,,,
1406,44.4594,70.62994,,,,
1407,42.777,69.03177,,,,
1408,41.2721,67.89021,,,,
1409,39.8946,66.2920456,,,,
1410,38.6203,63.66648,,,,
1411,39.0392,61.2692261,,,,
1412,39.1307,60.5843,,,,
1413,37.8648,59.78521,,,,
1414,37.6664,56.81718,,,,
1415,36.7985,54.64823,,,,
1416,35.7494,52.47929,,,,
1417,34.76,51.33774,,,,
1418,34.7876,49.96788,,,,
1419,33.8505,49.16879,,,,
1420,32.9869,46.20076,,,,
1421,32.186,44.14597,,,,
1422,31.5503,43.118576,,,,
1423,30.886,42.7761154,,,,
1424,30.2485,43.118576,,,,
1425,29.6515,42.09118,,,,
1426,29.107,41.74872,,,,
1427,28.5966,41.17794,,,,
1428,28.115,38.20991,,,,
1429,27.6632,36.84005,,,,
1430,27.2396,35.92681,,,,
1431,26.8422,35.3560371,,,,
1432,26.4695,35.01357,,,,
1433,26.1194,34.10033,,,,
1434,25.7904,33.4154,,,,
1435,25.4795,33.072937,,,,
1436,25.1858,32.1596947,,,,
1437,24.9078,32.1596947,,,,
1438,24.6442,31.81723,,,,
1439,24.3935,29.99075,,,,
1440,24.1568,28.39258,,,,
1441,23.929,27.25103,,,,
1442,23.7106,25.88117,,,,
1443,23.5012,26.109478,,,,
1444,23.3001,24.6254654,,,,
1445,23.1066,24.0546875,,,,
1446,22.92,22.68483,,,,
1447,22.7399,20.63004,,,,
1448,22.5657,19.2601776,,,,
1449,22.5688,19.031868,,,,
1450,22.5809,20.9725037,,,,
1451,22.6168,21.2008133,,,,
1452,22.4778,20.63004,,,,
1453,22.3475,21.2008133,,,,
1454,22.2012,20.05926,,,,
1455,22.2664,19.6026421,,,,
1456,22.1328,19.031868,,,,
1457,21.99,18.80356,,,,
1458,22.5711,21.2008133,,,,
1459,22.7655,19.6026421,,,,
1460,22.6511,19.6026421,,,,
1461,22.4987,19.031868,,,,
1462,22.3641,24.634613,,,,
1463,22.3433,24.4063034,,,,
1464,22.2863,23.8355255,,,,
1465,22.1325,22.4656677,,,,
1466,22.0074,22.23736,,,,
1467,22.311,21.43827,,,,
1468,22.1793,21.20996,,,,
1469,22.0312,20.4108772,,,,
1470,21.8671,19.6117935,,,,
1471,21.6994,19.6117935,,,,
1472,21.5293,20.1825676,,,,
1473,21.3579,20.1825676,,,,
1474,21.186,20.0684128,,,,
1475,21.0272,18.47024,,,,
1476,20.8579,16.7579155,,,,
1477,20.6894,16.5296059,,,,
1478,20.5221,16.3012962,,,,
1479,20.3568,15.7305222,,,,
1480,20.3624,16.7579155,,,,
1481,20.2453,16.3012962,,,,
1482,20.0914,15.95883,,,,
1483,20.3975,18.0136223,,,,
1484,20.4124,17.4428444,,,,
1485,21.3614,19.15517,,,,
1486,22.3924,16.9862251,,,,
1487,22.4007,15.5022125,,,,
1488,22.3757,15.5022125,,,,
1489,22.2567,15.04559,,,,
1490,22.259,14.81728,,,,
1491,22.2461,14.36066,,,,
1492,22.1042,13.7898865,,,,
1493,22.0485,12.8766441,,,,
1494,21.9099,12.4200249,,,,
1495,21.7,11.9634056,,,,
1496,21.485,11.9634056,,,,
1497,21.2676,11.735096,,,,
1498,21.0583,11.39263,,,,
1499,20.9009,10.93601,,,,
1500,20.7289,11.9634056,,,,
1501,20.6931,13.90404,,,,
1502,20.8417,13.90404,,,,
1503,20.7652,10.93601,,,,
1504,20.8011,11.16432,,,,
1505,20.9714,12.4200249,,,,
1506,20.9266,11.39263,,,,
1507,20.9428,10.93601,,,,
1508,21.179,11.16432,,,,
1509,21.1182,12.4200249,,,,
1510,21.2805,12.9908,,,,
1511,21.3458,10.93601,,,,
1512,21.3346,10.7077,,,,
1513,21.3575,11.16432,,,,
1514,21.3228,13.3332672,,,,
1515,21.3115,13.5615768,,,,
1516,21.1556,15.7305222,,,,
1517,20.954,16.5296059,,,,
1518,20.8037,17.4428444,,,,
1519,21.0857,18.0136223,,,,
1520,21.9712,16.5296059,,,,
1521,22.8233,14.81728,,,,
1522,23.0068,14.0181961,,,,
1523,23.4196,13.5615768,,,,
1524,23.9632,15.04559,,,,
1525,24.6525,16.5296059,,,,
1526,25.088,15.95883,,,,
1527,24.6531,13.7898865,,,,
1528,24.5084,11.6209412,,,,
1529,24.4232,10.02277,,,,
1530,23.9989,10.7077,,,,
1531,23.6304,12.4200249,,,,
1532,23.2238,13.1049538,,,,
1533,23.1855,11.9634056,,,,
1534,22.8072,13.5615768,,,,
1535,22.4256,12.4200249,,,,
1536,22.2398,13.3332672,,,,
1537,22.102,14.58897,,,,
1538,21.8094,16.5296059,,,,
1539,21.7787,19.954258,,,,
1540,21.4643,23.03644,,,,
1541,21.157,29.2008133,,,,
1542,20.8574,32.6254654,,,,
1543,20.6276,41.9861755,,,,
1544,20.3302,48.83548,,,,
1545,20.0376,44.61174,,,,
1546,19.7815,37.4199753,,,,
1547,19.7799,32.96793,,,,
1548,19.5063,29.31497,,,,
1549,19.2361,20.1825676,,,,
1550,19.1674,18.69855,,,,
1551,19.0514,18.2419319,,,,
1552,18.8237,17.4428444,,,,
1553,18.9007,16.9862251,,,,
1554,18.674,15.95883,,,,
1555,19.4171,24.4063034,,,,
1556,19.8984,20.98165,,,,
1557,19.652,20.75334,,,,
1558,19.6817,20.4108772,,,,
1559,19.7847,19.954258,,,,
1560,19.8096,21.43827,,,,
1561,19.8654,21.43827,,,,
1562,19.5947,22.23736,,,,
1563,20.2544,30.11405,,,,
1564,20.198,34.6711044,,,,
1565,20.1451,31.2464561,,,,
1566,19.9132,27.02272,,,,
1567,20.9059,21.6574326,,,,
1568,20.8225,14.8081322,,,,
1569,20.7474,20.63004,,,,
1570,20.9932,28.0501137,,,,
1571,20.912,20.744194,,,,
1572,20.6935,25.88117,,,,
1573,20.6397,32.50216,,,,
1574,20.3957,29.6482849,,,,
1575,23.4011,28.2784233,,,,
1576,23.6084,26.4519424,,,,
1577,24.0552,27.5934944,,,,
1578,23.9191,24.3971519,,,,
1579,23.793,23.4839134,,,,
1580,25.001,31.931385,,,,
1581,27.4577,28.6208878,,,,
1582,30.729,35.3560371,,,,
1583,33.337,30.3332138,,,,
1584,34.8259,22.68483,,,,
1585,36.1066,19.031868,,,,
1586,35.8852,20.1734161,,,,
1587,35.4602,18.80356,,,,
1588,34.7547,15.8355255,,,,
1589,36.0652,22.3423653,,,,
1590,35.8184,33.072937,,,,
1591,35.6999,33.072937,,,,
1592,36.2702,43.8035049,,,,
1593,36.3828,60.01352,,,,
1594,35.5907,61.04092,,,,
1595,35.1197,60.35599,,,,
1596,34.7202,66.2920456,,,,
1597,36.0122,74.2829,,,,
1598,35.839,82.045441,,,,
1599,40.3258,113.552231,,,,
1600,40.4476,127.250824,,,,
1601,39.3608,130.675476,,,,
1602,46.9078,176.337479,,,,
1603,51.5302,166.063538,,,,
1604,50.6584,100.995178,,,,
1605,48.8083,108.986023,,,,
1606,49.5948,124.967728,,,,
1607,48.6879,100.995178,,,,
1608,48.0644,71.7714844,,,,
1609,48.0282,83.757767,,,,
1610,46.6608,78.73494,,,,
1611,45.6114,91.86277,,,,
1612,43.6424,71.7714844,,,,
1613,42.3992,64.80803,,,,
1614,51.9482,113.552231,,,,
1615,57.7818,93.004318,,,,
1616,58.6857,99.853622,,,,
1617,60.4177,90.721222,,,,
1618,69.0028,99.853622,,,,
1619,68.1874,83.643608,,,,
1620,72.2189,81.132195,,,,
1621,70.6175,94.145874,,,,
1622,71.5626,110.127579,,,,
1623,69.0664,132.958572,,,,
1624,73.4389,153.506485,,,,
1625,72.5092,131.817032,,,,
1626,70.9942,108.986023,,,,
1627,70.0391,146.657181,,,,
1628,70.6282,208.300888,,,,
1629,79.48,235.6981,,,,
1630,85.0851,250.538239,,,,
1631,105.616,433.186279,,,,
1632,106.56,337.296051,,,,
1633,109.449,366.976379,,,,
1634,105.553,358.9855,,,,
1635,104.713,406.930634,,,,
1636,106.632,363.551727,,,,
1637,102.089,338.437622,,,,
1638,96.1444,232.273438,,,,
1639,91.9705,201.451584,,,,
1640,89.022,219.716385,,,,
1641,91.2869,215.150192,,,,
1642,93.9475,214.008636,,,,
1643,95.8665,269.9446,,,,
1644,115.702,260.8122,,,,
1645,112.258,267.6615,,,,
1646,162.603,257.387543,,,,
1647,157.718,283.6432,,,,
1648,196.32,363.551727,,,,
1649,215.844,419.487671,,,,
1650,257.928,432.044739,,,,
1651,281.629,411.496826,,,,
1652,307.823,371.542572,,,,
1653,339.541,308.7573,,,,
1654,387.82,548.482849,,,,
1655,407.799,467.43277,,,,
1656,393.795,443.460236,,,,
1657,401.073,382.958069,,,,
1658,424.113,451.45108,,,,
1659,458.812,408.072174,,,,
1660,448.523,475.423645,,,,
1661,432.61,454.875732,,,,
1662,450.239,393.232025,,,,
1663,462.205,541.633545,,,,
1664,429.683,486.8391,,,,
1665,401.916,529.0765,,,,
1666,374.447,384.0996,,,,
1667,349.293,454.875732,,,,
1668,333.245,534.0991,,,,
1669,346.194,533.6427,,,,
1670,340.348,554.1906,,,,
1671,344.711,537.0673,,,,
1672,385.959,573.5969,,,,
1673,395.813,566.7476,,,,
1674,387.507,564.464539,,,,
1675,374.634,567.8892,,,,
1676,358.202,560.354736,,,,
1677,395.621,563.323,,,,
1678,372.255,535.9258,,,,
1679,353.191,521.085632,,,,
1680,332.338,495.971558,,,,
1681,315.27,523.3687,,,,
1682,334.023,512.409668,,,,
1683,329.121,523.3687,,,,
1684,325.805,586.154,,,,
1685,309.167,525.651855,,,,
1686,302.459,491.405334,,,,
1687,310.536,530.218,,,,
1688,293.15,474.282074,,,,
1689,279.427,494.83,,,,
1690,294.381,514.2363,,,,
1691,276.102,539.350464,,,,
1692,275.84,565.6061,,,,
1693,363.511,487.295532,,,,
1694,391.945,492.3182,,,,
1695,398.369,538.6653,,,,
1696,455.713,515.377869,,,,
1697,489.832,449.167969,,,,
1698,480.53,416.063019,,,,
1699,451.056,382.958069,,,,
1700,419.595,362.410156,,,,
1701,407.777,363.551727,,,,
1702,412.682,365.8348,,,,
1703,380.411,389.807373,,,,
1704,359.271,401.22287,,,,
1705,356.72,390.9489,,,,
1706,365.913,413.779938,,,,
1707,354.423,400.081329,,,,
1708,354.902,411.496826,,,,
1709,327.24,429.761627,,,,
1710,365.585,337.296051,,,,
1711,353.411,309.898865,,,,
1712,363.873,304.1911,,,,
1713,361.087,309.898865,,,,
1714,337.48,329.3052,,,,
1715,310.271,405.789063,,,,
1716,287.18,337.296051,,,,
1717,289.973,307.615753,,,,
1718,300.656,265.3784,,,,
1719,279.222,259.670654,,,,
1720,257.217,295.058716,,,,
