Date,Value,,,,,
1721,245.376,284.78476,,,,
1722,229.543,272.2277,,,,
1723,271.06,274.5108,,,,
1724,247.694,276.7939,,,,
1725,226.582,292.7756,,,,
1726,207.504,277.935455,,,,
1727,195.881,311.0404,,,,
1728,185.971,234.556549,,,,
1729,175.707,266.519958,,,,
1730,167.8,239.122742,,,,
1731,158.799,237.9812,,,,
1732,146.771,231.1319,,,,
1733,134.974,231.1319,,,,
1734,125.471,269.9446,,,,
1735,116.475,229.990356,,,,
1736,109.277,236.83963,,,,
1737,103.916,323.597473,,,,
1738,98.8031,299.6249,,,,
1739,91.9822,269.9446,,,,
1740,88.1143,243.688934,,,,
1741,82.433,210.583984,,,,
1742,78.4282,218.574844,,,,
1743,73.696,198.026932,,,,
1744,68.3199,180.903687,,,,
1745,63.456,172.912827,,,,
1746,60.1146,168.346634,,,,
1747,56.9477,167.205078,,,,
1748,62.4827,225.424149,,,,
1749,61.9706,153.506485,,,,
1750,62.8177,120.40152,,,,
1751,59.3584,195.743835,,,,
1752,55.4782,192.319183,,,,
1753,52.6815,185.469879,,,,
1754,50.245,182.045242,,,,
1755,47.946,163.780426,,,,
1756,45.9534,143.232529,,,,
1757,44.1123,126.109268,,,,
1758,41.6518,114.693771,,,,
1759,39.3989,110.127579,,,,
1760,37.3425,107.844467,,,,
1761,35.4674,105.561371,,,,
1762,34.4429,103.278275,,,,
1763,32.8251,103.278275,,,,
1764,32.0428,100.995178,,,,
1765,31.4962,99.853622,,,,
1766,30.8081,94.145874,,,,
1767,30.2611,91.86277,,,,
1768,29.6734,84.785156,,,,
1769,29.2979,80.675575,,,,
1770,28.9033,75.766914,,,,
1771,28.6798,73.369659,,,,
1772,28.2599,69.37423,,,,
1773,27.8982,67.43359,,,,
1774,27.6317,66.7486649,,,,
1775,27.268,65.49296,,,,
1776,26.9628,63.20986,,,,
1777,26.6767,58.30119,,,,
1778,25.8012,56.47472,,,,
1779,24.9491,54.9907,,,,
1780,24.1375,53.9633,,,,
1781,23.3849,53.62084,,,,
1782,22.6922,53.62084,,,,
1783,22.0529,53.1642151,,,,
1784,22.111,51.79436,,,,
1785,21.512,50.65281,,,,
1786,20.9587,48.1413956,,,,
1787,20.447,46.42907,,,,
1788,19.9732,45.17337,,,,
1789,20.2173,43.4610443,,,,
1790,20.3244,42.43365,,,,
1791,19.876,42.09118,,,,
1792,19.5149,41.17794,,,,
1793,19.2633,40.15054,,,,
1794,18.8629,38.5523758,,,,
1795,18.4866,37.86745,,,,
1796,18.1363,36.84005,,,,
1797,17.8098,35.92681,,,,
1798,17.5051,34.10033,,,,
1799,17.2204,32.73047,,,,
1800,16.9538,32.73047,,,,
1801,16.7038,32.1596947,,,,
1802,16.4691,31.81723,,,,
1803,16.2482,32.50216,,,,
1804,16.04,32.1596947,,,,
1805,15.8435,31.81723,,,,
1806,15.6576,31.2464561,,,,
1807,15.4814,30.90399,,,,
1808,15.3141,30.21906,,,,
1809,15.1549,31.2464561,,,,
1810,15.0033,32.73047,,,,
1811,14.8585,32.73047,,,,
1812,14.7199,30.5615234,,,,
1813,14.5871,29.30582,,,,
1814,14.4596,28.7350426,,,,
1815,14.337,27.25103,,,,
1816,14.2188,25.88117,,,,
1817,14.1048,24.6254654,,,,
1818,13.9945,23.4839134,,,,
1819,13.8876,21.7715874,,,,
1820,13.784,19.83095,,,,
1821,13.6833,18.00447,,,,
1822,13.5853,16.8629227,,,,
1823,13.4899,16.06384,,,,
1824,13.3968,15.8355255,,,,
1825,13.3058,15.03644,,,,
1826,13.2168,15.26475,,,,
1827,13.1297,16.4063034,,,,
1828,13.1732,14.8081322,,,,
1829,13.2191,14.23736,,,,
1830,13.2772,14.23736,,,,
1831,13.3484,14.4656677,,,,
1832,13.4214,13.66658,,,,
1833,13.4973,12.8674965,,,,
1834,13.5735,12.4108772,,,,
1835,13.6429,11.6117935,,,,
1836,13.7172,11.38348,,,,
1837,13.779,10.92686,,,,
1838,13.8465,10.69855,,,,
1839,13.9079,9.6711578,,,,
1840,13.9572,9.4428444,,,,
1841,14.0071,9.2145348,,,,
1842,14.0382,8.7579155,,,,
1843,14.2365,8.3012962,,,,
1844,14.5525,7.7305222,,,,
1845,16.3041,22.91314,,,,
1846,16.6276,10.69855,,,,
1847,16.9004,10.92686,,,,
1848,16.9401,13.66658,,,,
1849,17.2466,15.8355255,,,,
1850,17.762,11.2693253,,,,
1851,18.0966,9.6711578,,,,
1852,18.2894,8.9862251,,,,
1853,18.2089,8.3012962,,,,
1854,18.1629,7.7305222,,,,
1855,18.2177,7.04559,,,,
1856,18.3388,7.04559,,,,
1857,18.2571,7.04559,,,,
1858,18.1548,6.58897,,,,
1859,18.1159,7.04559,,,,
1860,18.1179,6.58897,,,,
1861,18.0341,6.13235,,,,
1862,17.8669,5.5615768,,,,
1863,17.6789,5.5615768,,,,
1864,17.5819,5.1049538,,,,
1865,17.474,4.6483345,,,,
1866,17.3684,4.4200249,,,,
1867,17.2654,4.4200249,,,,
1868,17.1738,4.6483345,,,,
1869,17.0976,4.1917152,,,,
1870,17.0818,4.1917152,,,,
1871,17.0442,3.735096,,,,
1872,17.0349,4.1917152,,,,
1873,16.9591,5.1049538,,,,
1874,16.896,7.5022125,,,,
1875,16.8373,5.3332672,,,,
1876,16.7761,3.735096,,,,
1877,16.8667,3.16432,,,,
1878,16.7764,2.7077,,,,
1879,16.7472,2.25108,,,,
1880,16.5317,3.16432,,,,
1881,16.5255,3.6209412,,,,
1882,16.4738,3.6209412,,,,
1883,16.4421,4.4200249,,,,
1884,16.5794,3.16432,,,,
1885,16.5532,7.7305222,,,,
1886,16.5642,7.04559,,,,
1887,16.9418,7.5022125,,,,
1888,17.4247,10.0136223,,,,
1889,17.754,14.4656677,,,,
1890,17.9273,15.8355255,,,,
1891,17.9298,21.8857422,,,,
1892,18.2771,11.15517,,,,
1893,18.4476,9.4428444,,,,
1894,18.6537,8.7579155,,,,
1895,18.7186,8.3012962,,,,
1896,18.5573,8.5296059,,,,
1897,18.4472,10.0136223,,,,
1898,18.4064,7.7305222,,,,
1899,18.3349,5.7898865,,,,
1900,18.4585,5.5615768,,,,
1901,18.5238,11.72595,,,,
1902,18.562,10.2419319,,,,
1903,18.4947,13.20996,,,,
1904,18.5224,18.2327843,,,,
1905,18.4385,18.2327843,,,,
1906,19.172,17.2053871,,,,
1907,19.3391,18.4610939,,,,
1908,19.663,19.4884872,,,,
1909,19.5532,16.634613,,,,
1910,19.392,16.4063034,,,,
1911,19.613,11.15517,,,,
1912,19.4622,8.7579155,,,,
1913,19.3112,8.9862251,,,,
1914,19.1871,10.47024,,,,
1915,19.941,12.1825676,,,,
1916,19.768,10.92686,,,,
1917,19.6128,10.92686,,,,
1918,19.442,8.9862251,,,,
1919,19.3278,10.0136223,,,,
1920,19.2433,9.4428444,,,,
1921,19.0802,8.9862251,,,,
1922,18.9598,10.47024,,,,
1923,18.964,23.8263779,,,,
1924,19.2748,31.0181465,,,,
1925,20.9684,24.96793,,,,
1926,21.4049,20.744194,,,,
1927,21.3025,13.43827,,,,
1928,21.3434,11.15517,,,,
1929,21.5739,12.1825676,,,,
1930,21.5582,19.3743324,,,,
1931,21.4079,29.76244,,,,
1932,21.3484,35.6985,,,,
1933,21.8898,43.118576,,,,
1934,22.405,41.17794,,,,
1935,22.7018,39.80808,,,,
1936,23.0804,36.95421,,,,
1937,23.2583,32.50216,,,,
1938,23.161,29.99075,,,,
1939,22.7442,40.49301,,,,
1940,22.3049,44.4884338,,,,
1941,23.0974,44.14597,,,,
1942,24.5501,59.5569,,,,
1943,24.2532,55.90394,,,,
1944,25.5207,64.69388,,,,
1945,25.1727,59.21443,,,,
1946,24.8159,44.4884338,,,,
1947,24.9084,37.52498,,,,
1948,27.8693,32.50216,,,,
1949,27.6205,33.072937,,,,
1950,26.8367,35.3560371,,,,
1951,27.0645,41.40625,,,,
1952,26.8139,45.51583,,,,
1953,28.736,49.16879,,,,
1954,36.144,44.8309,,,,
1955,35.1154,61.38338,,,,
1956,35.6745,72.684731,,,,
1957,45.1843,82.73037,,,,
1958,44.0262,65.60712,,,,
1959,43.5657,59.10028,,,,
1960,42.4938,52.1368256,,,,
1961,41.2704,50.99527,,,,
1962,39.7927,43.8035049,,,,
1963,38.1244,56.24641,,,,
1964,36.8792,57.73042,,,,
1965,39.5105,64.80803,,,,
1966,38.4177,69.83085,,,,
1967,37.1838,77.8217,,,,
1968,36.3502,65.60712,,,,
1969,74.0666,73.48381,,,,
1970,101.503,82.50206,,,,
1971,131.524,106.702927,,,,
1972,161.302,106.702927,,,,
1973,183.759,111.269119,,,,
1974,212.501,118.118423,,,,
1975,233.88,111.269119,,,,
1976,257.951,118.118423,,,,
1977,283.868,123.826172,,,,
1978,313.154,118.118423,,,,
1979,353.741,103.278275,,,,
1980,349.936,100.995178,,,,
1981,341.099,98.712074,,,,
1982,334.204,96.42897,,,,
1983,317.463,77.47924,,,,
1984,310.345,69.37423,,,,
1985,302.038,67.09113,,,,
1986,295.381,70.9724045,,,,
1987,293.641,75.424446,,,,
1988,289.404,85.6984,,,,
1989,292.717,104.419815,,,,
1990,295.217,115.835327,,,,
1991,290.723,155.789581,,,,
1992,295.651,172.912827,,,,
1993,306.85,179.762131,,,,
1994,322.737,190.036087,,,,
1995,350.018,192.319183,,,,
1996,356.675,225.424149,,,,
1997,349.722,172.912827,,,,
1998,332.306,179.762131,,,,
1999,316.811,190.036087,,,,
2000,310.848,192.319183,,,,
2001,294.596,172.912827,,,,
2002,280.779,179.762131,,,,
2003,271.35,162.638885,,,,
2004,275.122,190.036087,,,,
2005,295.117,291.634064,,,,
2006,324.604,245.972046,,,,
2007,322.46,249.3967,,,,
2008,322.32,315.6066,,,,
2009,350.784,330.446747,,,,
2010,383.747,374.282074,,,,
2011,393.347,429.761627,,,,
2012,402.004,460.5835,,,,
2013,407.355,424.053864,,,,
2014,430.817,408.985,,,,
2015,427.629,389.807373,,,,
2016,429.386,337.296051,,,,
2017,408.409,282.501648,,,,
2018,393.599,338.437622,,,,
2019,414.286,366.976379,,,,
2020,420.425,404.647522,,,,
2021,435.303,406.930634,,,,
2022,432.338,409.670166,,,,
2023,409.165,478.8483,,,,
2024,396.698,464.008118,,,,
2025,391.491,402.820862,,,,
2026,380.538,426.1083,,,,
2027,362.615,418.802551,,,,
2028,350.178,430.903168,,,,
2029,348.92,412.638367,,,,
2030,364.608,465.1497,,,,
2031,359.049,377.706726,,,,
2032,364.836,461.725037,,,,
2033,379.656,432.50116,,,,
2034,389.73,471.313843,,,,
2035,397.046,461.725037,,,,
2036,412.354,460.5835,,,,
2037,435.954,460.5835,,,,
2038,424.004,371.999,,,,
2039,419.292,396.656677,,,,
2040,417.812,386.382721,,,,
2041,412.12,397.43277,,,,
2042,441.755,401.67926,,,,
2043,456.661,373.5969,,,,
2044,470.414,427.934937,,,,
2045,469.04,462.181458,,,,
2046,474.483,439.8069,,,,
2047,462.123,469.715881,,,,
2048,443.315,412.638367,,,,
2049,416.603,361.268616,,,,
2050,399.059,347.57,,,,
2051,413.369,385.012451,,,,
2052,419.732,380.674957,,,,
2053,406.343,400.081329,,,,
2054,395.583,408.528564,,,,
2055,382.826,416.5195,,,,
2056,411.079,443.9166,,,,
2057,401.587,416.5195,,,,
2058,414.034,379.7611,,,,
2059,443.347,383.8709,,,,
2060,436.318,471.313843,,,,
2061,433.859,402.369,,,,
2062,449.299,387.369,,,,
2063,427.29,386.154,,,,
2064,413.813,393.6884,,,,
2065,396.251,447.3413,,,,
2066,384.308,491.861755,,,,
2067,356.179,419.487671,,,,
2068,332.102,358.9855,,,,
2069,313.615,328.163666,,,,
2070,312.199,333.8714,,,,
2071,306.48,336.1545,,,,
2072,315.356,340.7207,,,,
2073,329.035,343.0038,,,,
2074,333.645,378.391876,,,,
2075,340.965,333.8714,,,,
2076,329.204,317.8897,,,,
2077,313.045,291.634064,,,,
2078,307.623,279.077,,,,
2079,302.471,276.7939,,,,
2080,290.388,273.369263,,,,
2081,277.673,265.3784,,,,
2082,269.289,249.3967,,,,
2083,261.757,232.273438,,,,
2084,261.469,281.3601,,,,
2085,248.028,255.104462,,,,
2086,236.158,208.300888,,,,
2087,223.056,191.177643,,,,
2088,215.718,190.036087,,,,
2089,214.197,206.017792,,,,
2090,213.777,194.60228,,,,
2091,218.554,232.273438,,,,
2092,219.182,249.3967,,,,
2093,210.861,245.972046,,,,
2094,201.098,237.9812,,,,
2095,201.541,217.433289,,,,
2096,191.257,193.460739,,,,
2097,178.923,167.205078,,,,
2098,173.842,163.780426,,,,
2099,182.502,159.214233,,,,
2100,191.444,153.506485,,,,
2101,182.392,161.49733,,,,
2102,175.051,147.798737,,,,
2103,178.045,148.940277,,,,
2104,182.989,145.515625,,,,
2105,171.735,140.949432,,,,
2106,163.702,144.374084,,,,
2107,152.464,132.958572,,,,
2108,142.166,119.259979,,,,
2109,135.602,136.383224,,,,
2110,130.934,112.410675,,,,
2111,122.813,110.127579,,,,
2112,115.394,108.986023,,,,
2113,108.651,103.278275,,,,
2114,102.374,100.995178,,,,
2115,99.6809,99.853622,,,,
2116,97.5895,94.145874,,,,
2117,92.1329,93.004318,,,,
2118,89.5376,88.438118,,,,
2119,86.5259,84.785156,,,,
2120,87.0089,136.383224,,,,
2121,118.029,176.337479,,,,
2122,116.803,103.278275,,,,
2123,113.023,90.721222,,,,
2124,109.112,104.419815,,,,
2125,108.902,96.42897,,,,
2126,108.226,93.004318,,,,
2127,105.006,89.579666,,,,
2128,100.528,86.155022,,,,
2129,95.16,83.186989,,,,
2130,89.9802,81.132195,,,,
2131,85.079,81.474663,,,,
2132,89.4253,78.620789,,,,
2133,85.3983,72.91304,,,,
2134,81.022,70.17332,,,,
2135,76.8893,66.7486649,,,,
2136,73.1002,64.35141,,,,
2137,69.6268,60.5843,,,,
2138,66.4423,58.64366,,,,
2139,63.5251,56.81718,,,,
2140,60.8525,55.78979,,,,
2141,58.3965,55.44732,,,,
2142,56.1427,54.64823,,,,
2143,54.1047,54.9907,,,,
2144,52.5629,52.1368256,,,,
2145,51.417,51.33774,,,,
2146,50.0806,50.65281,,,,
2147,49.939,49.16879,,,,
2148,48.4348,51.79436,,,,
2149,46.9946,49.96788,,,,
2150,45.6434,48.4838638,,,,
2151,44.4018,47.7989349,,,,
2152,43.2541,48.4838638,,,,
2153,42.1791,48.94048,,,,
2154,41.185,46.77154,,,,
2155,40.2646,45.17337,,,,
2156,40.2803,42.09118,,,,
2157,39.4177,40.83548,,,,
2158,38.6153,39.4656143,,,,
2159,37.8701,37.18252,,,,
2160,37.1761,35.3560371,,,,
2161,36.5295,34.10033,,,,
2162,35.9264,33.072937,,,,
2163,35.363,32.50216,,,,
2164,34.8356,31.81723,,,,
2165,34.3407,37.99075,,,,
2166,33.8755,37.6482849,,,,
2167,33.4378,37.99075,,,,
2168,33.0249,37.6482849,,,,
2169,32.635,37.30582,,,,
2170,32.2659,36.7350426,,,,
2171,31.9157,35.821804,,,,
2172,31.5829,34.4519424,,,,
2173,31.266,32.96793,,,,
2174,30.9637,32.0546875,,,,
2175,30.6746,31.4839134,,,,
2176,30.3979,30.3423653,,,,
2177,30.1323,30.3423653,,,,
2178,29.8769,37.8769,,,,
2179,29.6308,37.6308,,,,
2180,29.3935,37.3935,,,,
2181,29.1641,37.1641,,,,
2182,28.9419,36.9419,,,,
2183,28.7266,36.7266,,,,
2184,28.5172,36.5172,,,,
2185,28.3137,36.3137,,,,
2186,28.1153,36.1152,,,,
2187,27.9218,35.9218,,,,
2188,27.7327,35.7327,,,,
2189,27.5478,35.5478,,,,
2190,27.5249,35.5249,,,,
2191,27.5133,35.5133,,,,
2192,27.5067,35.5067,,,,
2193,27.3625,35.3625,,,,
2194,27.204,35.204,,,,
2195,27.0396,35.0396,,,,
2196,26.8741,34.8741,,,,
2197,26.7081,34.7081,,,,
2198,26.5421,34.5421,,,,
2199,26.4046,34.4046,,,,
2200,26.2424,34.2424,,,,
2201,26.0788,34.0788,,,,
2202,25.9156,33.9156,,,,
2203,25.7533,33.7533,,,,
2204,25.5921,33.5921,,,,
2205,25.432,33.432,,,,
2206,25.3031,33.3031,,,,
2207,25.1481,33.1481,,,,
2208,24.9925,32.9925,,,,
2209,24.8382,32.8382,,,,
2210,24.689,32.689,,,,
2211,24.5685,32.5685,,,,
2212,24.4241,32.4241,,,,
2213,24.2772,32.2772,,,,
2214,24.1299,32.1299,,,,
2215,23.9837,31.9837,,,,
2216,24.0069,32.0069,,,,
2217,24.0369,32.0369,,,,
2218,24.0716,32.0716,,,,
2219,24.1059,32.1059,,,,
2220,23.9788,31.9788,,,,
2221,23.8591,31.8591,,,,
2222,23.7339,31.7339,,,,
2223,23.636,31.636,,,,
2224,23.5421,31.5421,,,,
2225,23.4895,31.4895,,,,
2226,23.4036,31.4036,,,,
2227,23.28,31.28,,,,
2228,23.1389,31.1389,,,,
2229,23.0675,31.0675,,,,
2230,22.9714,30.9714,,,,
2231,22.9562,30.9562,,,,
2232,22.8407,30.8407,,,,
2233,22.6939,30.6939,,,,
2234,22.556,30.556,,,,
2235,22.4208,30.4208,,,,
2236,22.7655,30.7655,,,,
2237,22.7672,30.7672,,,,
2238,22.6325,30.6325,,,,
2239,22.4803,30.4803,,,,
2240,22.3539,30.3539,,,,
2241,22.2535,30.2535,,,,
2242,22.6886,30.6886,,,,
2243,23.3922,31.3922,,,,
2244,24.3301,32.3301,,,,
2245,25.2629,33.2629,,,,
2246,26.0214,34.0214,,,,
2247,26.7875,34.7875,,,,
2248,27.4247,35.4247,,,,
2249,29.3124,37.3124,,,,
2250,29.9963,37.9963,,,,
2251,30.4377,38.4377,,,,
2252,30.1673,38.1673,,,,
2253,29.6635,37.6635,,,,
2254,29.1454,37.1454,,,,
2255,28.6246,36.6246,,,,
2256,28.1225,36.1225,,,,
2257,29.1082,37.1082,,,,
2258,29.2789,37.2789,,,,
2259,29.6566,37.6566,,,,
2260,29.6146,37.6146,,,,
2261,32.0036,33.90404,,,,
2262,34.0303,20.63004,,,,
2263,35.5695,27.3651848,,,,
2264,36.0011,34.4748154,,,,
2265,36.417,36.5296059,,,,
2266,36.2359,33.7898865,,,,
2267,36.7385,31.735096,,,,
2268,36.1938,31.6209412,,,,
2269,35.6215,30.93601,,,,
2270,35.1672,30.7077,,,,
2271,35.34,30.93601,,,,
2272,35.8039,32.4200249,,,,
2273,36.5214,31.6209412,,,,
2274,36.6509,31.39263,,,,
2275,36.5777,34.58897,,,,
2276,37.8612,37.2145348,,,,
2277,40.3022,41.5524254,,,,
2278,41.7586,35.2739,,,,
2279,42.2414,34.81728,,,,
2280,42.0957,32.4200249,,,,
2281,41.8123,32.1917152,,,,
2282,41.6688,33.90404,,,,
2283,42.9516,36.9862251,,,,
2284,43.4251,42.23736,,,,
2285,44.0417,42.00905,,,,
2286,44.3269,42.00905,,,,
2287,44.7284,42.8081322,,,,
2288,44.5962,42.23736,,,,
2289,44.7994,45.4336967,,,,
2290,45.7662,54.79441,,,,
2291,45.821,56.2784233,,,,
2292,47.7703,59.2464561,,,,
2293,48.5885,54.4519424,,,,
2294,49.9292,47.2601776,,,,
2295,52.9049,45.6620064,,,,
2296,52.3308,43.8355255,,,,
2297,53.5737,42.4656677,,,,
2298,58.8274,43.03644,,,,
2299,63.9538,42.4656677,,,,
2300,69.2226,48.1734161,,,,
2301,67.7506,44.634613,,,,
2302,67.3864,47.031868,,,,
2303,66.8725,47.2601776,,,,
2304,66.0453,46.4610939,,,,
2305,65.1249,47.031868,,,,
2306,64.9568,50.91314,,,,
2307,64.5781,52.6254654,,,,
2308,67.9887,58.67568,,,,
2309,71.7312,53.88117,,,,
2310,82.909,57.4199753,,,,
2311,89.1925,58.90399,,,,
2312,100.764,66.20991,,,,
2313,135.206,54.76239,,,,
2314,133.171,52.5934448,,,,
2315,129.167,47.5706253,,,,
2316,124.966,41.17794,,,,
2317,122.154,40.94963,,,,
2318,124.574,43.118576,,,,
2319,126.837,41.86287,,,,
2320,125.752,77.47924,,,,
2321,125.254,72.2281,,,,
2322,126.1,84.100227,,,,
2323,129.665,97.570518,,,,
2324,126.518,99.853622,,,,
2325,124.985,74.2829,,,,
2326,122.807,73.027191,,,,
2327,121.478,81.588821,,,,
2328,121.246,89.579666,,,,
2329,128.116,95.287422,,,,
2330,136.083,97.570518,,,,
2331,131.467,94.145874,,,,
2332,132.262,83.643608,,,,
2333,139.159,107.844467,,,,
2334,139.146,122.684631,,,,
2335,136.239,114.693771,,,,
2336,133.282,126.109268,,,,
2337,135.689,134.100128,,,,
2338,150.093,227.707245,,,,
2339,155.122,201.451584,,,,
2340,152.774,204.876236,,,,
2341,153.373,183.186783,,,,
2342,152.023,206.017792,,,,
2343,162.207,200.310043,,,,
2344,157.372,172.912827,,,,
2345,151.586,171.771286,,,,
2346,148.05,184.328339,,,,
2347,166.688,217.433289,,,,
2348,194.552,168.346634,,,,
2349,187.614,227.707245,,,,
2350,181.372,202.59314,,,,
2351,180.472,235.6981,,,,
2352,185.426,311.0404,,,,
2353,200.509,358.9855,,,,
2354,212.24,493.6884,,,,
2355,209.569,333.8714,,,,
2356,201.759,269.9446,,,,
2357,191.429,204.876236,,,,
2358,184.906,172.912827,,,,
2359,175.972,154.648026,,,,
2360,169.037,147.798737,,,,
2361,162.153,139.807877,,,,
2362,158.864,140.949432,,,,
2363,163.042,144.374084,,,,
2364,203.511,139.807877,,,,
2365,218.559,128.39238,,,,
2366,214.508,160.355774,,,,
2367,208.633,199.168488,,,,
2368,224.724,239.122742,,,,
2369,215.327,223.141037,,,,
2370,223.802,300.7207,,,,
2371,231.273,268.7573,,,,
2372,227.92,338.391876,,,,
2373,229.466,253.917145,,,,
2374,258.815,260.766449,,,,
2375,270.229,260.766449,,,,
2376,279.093,342.958069,,,,
2377,307.188,277.8897,,,,
2378,312.858,388.894043,,,,
2379,303.976,295.286926,,,,
2380,295.112,312.410156,,,,
2381,286.115,300.994659,,,,
2382,290.423,329.533417,,,,
2383,296.052,359.2137,,,,
2384,302.034,399.167969,,,,
2385,306.722,345.5151,,,,
2386,298.459,442.5469,,,,
2387,343.288,362.638367,,,,
2388,349.851,422.2089,,,,
2389,377.302,442.36,,,,
2390,368.63,402.332153,,,,
2391,350.499,334.0996,,,,
2392,406.954,375.195435,,,,
2393,386.469,355.789063,,,,
2394,396.208,393.460236,,,,
2395,392.926,333.4145,,,,
2396,397.206,391.36,,,,
2397,382.075,350.5377,,,,
2398,370.647,363.0948,,,,
2399,352.855,415.1497,,,,
2400,338.68,428.8483,,,,
2401,316.632,336.382721,,,,
2402,314.282,335.24118,,,,
2403,306.574,311.268616,,,,
2404,303.001,351.22287,,,,
2405,314.149,376.336975,,,,
2406,317.246,361.496826,,,,
2407,334.941,395.743317,,,,
2408,340.977,346.656677,,,,
2409,329.486,347.798218,,,,
2410,330.908,377.478516,,,,
2411,323.708,396.8849,,,,
2412,320.055,376.336975,,,,
2413,323.203,368.34613,,,,
2414,314.151,313.551727,,,,
2415,307.173,294.145355,,,,
2416,306.393,265.6066,,,,
2417,304.842,263.323517,,,,
2418,319.34,303.277771,,,,
2419,348.159,340.9489,,,,
2420,330.805,306.702423,,,,
2421,322.949,274.739,,,,
2422,316.253,259.898865,,,,
2423,306.703,250.766449,,,,
2424,324.639,319.25946,,,,
2425,317.894,391.177124,,,,
2426,320.2,305.560852,,,,
2427,356.937,404.875732,,,,
2428,344.187,367.204559,,,,
2429,379.92,424.36,,,,
2430,395.99,422.365,,,,
2431,394.908,390.492,,,,
2432,382.092,381.364,,,,
2433,373.721,424.282074,,,,
2434,353.811,411.725037,,,,
2435,331.155,393.460236,,,,
2436,325.333,330.674957,,,,
2437,315.973,275.880554,,,,
2438,299.406,256.4742,,,,
2439,281.122,241.634064,,,,
2440,271.319,262.181946,,,,
2441,259.68,254.1911,,,,
2442,251.17,218.80304,,,,
2443,240.58,209.670654,,,,
2444,224.735,302.1362,,,,
2445,226.155,275.652344,,,,
2446,218.368,295.058716,,,,
2447,244.267,392.090485,,,,
2448,237.06,470.857422,,,,
2449,222.709,341.862274,,,,
2450,207.978,266.519958,,,,
2451,196.92,247.1136,,,,
2452,187.229,235.6981,,,,
2453,179.77,239.122742,,,,
2454,173.259,256.246,,,,
2455,166.644,256.246,,,,
2456,161.72,235.6981,,,,
2457,178.745,261.953735,,,,
2458,211.637,392.5469,,,,
2459,223.901,364.693268,,,,
2460,235.645,290.4925,,,,
2461,240.219,265.3784,,,,
2462,230.109,227.707245,,,,
2463,225.12,208.300888,,,,
2464,217.872,199.168488,,,,
2465,208.67,185.469879,,,,
2466,197.709,180.903687,,,,
2467,189.104,177.479034,,,,
2468,181.243,174.054382,,,,
2469,173.359,161.49733,,,,
2470,160.516,148.940277,,,,
2471,149.147,145.515625,,,,
2472,143.65,139.807877,,,,
2473,137.187,138.666321,,,,
2474,128.967,139.807877,,,,
2475,120.762,129.53392,,,,
2476,117.915,122.684631,,,,
2477,110.588,118.118423,,,,
2478,106.4,116.4,,,,
2479,102.602,112.602,,,,
2480,97.0707,107.0707,,,,
2481,94.1895,104.1895,,,,
2482,91.1079,101.1079,,,,
2483,87.8127,97.8127,,,,
2484,84.7021,94.7021,,,,
2485,82.0417,92.0417,,,,
2486,79.5177,89.5178,,,,
2487,76.8591,86.8591,,,,
2488,74.5702,84.5702,,,,
2489,72.2754,82.2754,,,,
2490,68.446,78.446,,,,
2491,66.6424,76.6424,,,,
2492,63.3228,73.3228,,,,
2493,60.3049,70.3049,,,,
2494,57.4643,67.4643,,,,
2495,54.9225,64.9225,,,,
2496,52.6421,62.6421,,,,
2497,52.3228,62.3228,,,,
2498,52.1155,62.1155,,,,
2499,49.9647,59.9647,,,,
2500,48.0747,58.0747,,,,
2501,46.3492,56.3492,,,,
2502,44.7949,54.7949,,,,
2503,44.8839,54.8839,,,,
2504,44.698,54.698,,,,
2505,43.1867,53.1867,,,,
2506,41.7998,51.7998,,,,
2507,40.5406,50.5406,,,,
2508,40.5432,50.5432,,,,
2509,39.3287,49.3287,,,,
2510,38.2788,48.2788,,,,
2511,37.273,47.273,,,,
2512,36.3379,46.3379,,,,
2513,35.4596,45.4596,,,,
2514,34.6272,44.6272,,,,
2515,33.8596,43.8596,,,,
2516,33.1413,43.1413,,,,
2517,32.477,42.477,,,,
2518,31.8517,41.8517,,,,
2519,31.2658,41.2658,,,,
2520,30.7217,40.7217,,,,
2521,30.2101,40.2101,,,,
2522,29.7161,39.7161,,,,
2523,30.0977,40.0977,,,,
2524,30.4473,40.4473,,,,
2525,30.7317,40.7317,,,,
2526,30.1566,40.1566,,,,
2527,29.6205,39.6205,,,,
2528,29.1209,39.1209,,,,
2529,28.6621,38.6621,,,,
2530,28.2257,38.2257,,,,
2531,27.8176,37.8176,,,,
2532,27.4347,37.4347,,,,
2533,27.0758,37.0758,,,,
2534,26.9528,36.9528,,,,
2535,26.8526,36.8526,,,,
2536,26.7499,36.7499,,,,
2537,26.665,36.665,,,,
2538,29.0308,39.0308,,,,
2539,28.8317,38.8317,,,,
2540,28.6143,38.6143,,,,
2541,28.3869,38.3869,,,,
2542,28.3528,38.3528,,,,
2543,28.1947,38.1947,,,,
2544,28.1168,38.1168,,,,
2545,28.0116,38.0116,,,,
2546,27.8375,37.8375,,,,
2547,27.6085,37.6085,,,,
2548,27.3796,37.3796,,,,
2549,27.1248,37.1248,,,,
2550,26.8512,36.8512,,,,
2551,26.5767,36.5767,,,,
2552,26.3041,36.3041,,,,
2553,26.0345,36.0345,,,,
2554,25.7686,35.7686,,,,
2555,25.5072,35.5072,,,,
2556,25.2507,35.2507,,,,
2557,24.9996,34.9996,,,,
2558,24.7541,34.7541,,,,
2559,24.5143,34.5143,,,,
