Date,sim,Year,Observed,mean,mean ob,,,,,,,,
11/17/2005,48.4348,2005,51.79436,,,,,,,,,,
11/18/2005,46.9946,2005,49.96788,,,,,,,,,,
11/19/2005,45.6434,2005,48.4838638,,,,,,,,,,
11/20/2005,44.4018,2005,47.7989349,,,,,,,,,,
11/21/2005,43.2541,2005,48.4838638,,,,,,,,,,
11/22/2005,42.1791,2005,48.94048,,,,,,,,,,
11/23/2005,41.185,2005,46.77154,,,,,,,,,,
11/24/2005,40.2646,2005,45.17337,,,,,,,,,,
11/25/2005,40.2803,2005,42.09118,,,,,,,,,,
11/26/2005,39.4177,2005,40.83548,,,,,,,,,,
11/27/2005,38.6153,2005,39.4656143,,,,,,,,,,
11/28/2005,37.8701,2005,37.18252,,,,,,,,,,
11/29/2005,37.1761,2005,35.3560371,,,,,,,,,,
11/30/2005,36.5295,2005,34.10033,,,,,,,,,,
12/1/2005,35.9264,2005,33.072937,,,,,,,,,,
12/2/2005,35.363,2005,32.50216,,,,,,,,,,
12/3/2005,34.8356,2005,31.81723,,,,,,,,,,
12/4/2005,34.3407,2005,37.99075,,,,,,,,,,
12/5/2005,33.8755,2005,37.6482849,,,,,,,,,,
12/6/2005,33.4378,2005,37.99075,,,,,,,,,,
12/7/2005,33.0249,2005,37.6482849,,,,,,,,,,
12/8/2005,32.635,2005,37.30582,,,,,,,,,,
12/9/2005,32.2659,2005,36.7350426,,,,,,,,,,
12/10/2005,31.9157,2005,35.821804,,,,,,,,,,
12/11/2005,31.5829,2005,34.4519424,,,,,,,,,,
12/12/2005,31.266,2005,32.96793,,,,,,,,,,
12/13/2005,30.9637,2005,32.0546875,,,,,,,,,,
12/14/2005,30.6747,2005,31.4839134,,,,,,,,,,
12/15/2005,30.3979,2005,30.3423653,,,,,,,,,,
12/16/2005,30.1323,2005,30.3423653,,,,,,,,,,
12/17/2005,29.8769,2005,37.8769,,,,,,,,,,
12/18/2005,29.6308,2005,37.6308,,,,,,,,,,
12/19/2005,29.3935,2005,37.3935,,,,,,,,,,
12/20/2005,29.1641,2005,37.1641,,,,,,,,,,
12/21/2005,28.9419,2005,36.9419,,,,,,,,,,
12/22/2005,28.7266,2005,36.7266,,,,,,,,,,
12/23/2005,28.5172,2005,36.5172,,,,,,,,,,
12/24/2005,28.3137,2005,36.3137,,,,,,,,,,
12/25/2005,28.1152,2005,36.1152,,,,,,,,,,
12/26/2005,27.9218,2005,35.9218,,,,,,,,,,
12/27/2005,27.7327,2005,35.7327,,,,,,,,,,
12/28/2005,27.5478,2005,35.5478,,,,,,,,,,
12/29/2005,27.5249,2005,35.5249,,,,,,,,,,
12/30/2005,27.5133,2005,35.5133,,,,,,,,,,
12/31/2005,27.5067,2005,35.5067,,,,,,,,,,
1/1/2006,27.3625,2006,35.3625,,,,,,,,,,
1/2/2006,27.204,2006,35.204,,,,,,,,,,
1/3/2006,27.0396,2006,35.0396,,,,,,,,,,
1/4/2006,26.8741,2006,34.8741,,,,,,,,,,
1/5/2006,26.7081,2006,34.7081,,,,,,,,,,
1/6/2006,26.5421,2006,34.5421,,,,,,,,,,
1/7/2006,26.4046,2006,34.4046,,,,,,,,,,
1/8/2006,26.2424,2006,34.2424,,,,,,,,,,
1/9/2006,26.0788,2006,34.0788,,,,,,,,,,
1/10/2006,25.9156,2006,33.9156,,,,,,,,,,
1/11/2006,25.7533,2006,33.7533,,,,,,,,,,
1/12/2006,25.5921,2006,33.5921,,,,,,,,,,
1/13/2006,25.432,2006,33.432,,,,,,,,,,
1/14/2006,25.3031,2006,33.3031,,,,,,,,,,
1/15/2006,25.1481,2006,33.1481,,,,,,,,,,
1/16/2006,24.9925,2006,32.9925,,,,,,,,,,
1/17/2006,24.8382,2006,32.8382,,,,,,,,,,
1/18/2006,24.689,2006,32.689,,,,,,,,,,
1/19/2006,24.5685,2006,32.5685,,,,,,,,,,
1/20/2006,24.4241,2006,32.4241,,,,,,,,,,
1/21/2006,24.2772,2006,32.2772,,,,,,,,,,
1/22/2006,24.1299,2006,32.1299,,,,,,,,,,
1/23/2006,23.9837,2006,31.9837,,,,,,,,,,
1/24/2006,24.0069,2006,32.0069,,,,,,,,,,
1/25/2006,24.0369,2006,32.0369,,,,,,,,,,
1/26/2006,24.0716,2006,32.0716,,,,,,,,,,
1/27/2006,24.1059,2006,32.1059,,,,,,,,,,
1/28/2006,23.9788,2006,31.9788,,,,,,,,,,
1/29/2006,23.8591,2006,31.8591,,,,,,,,,,
1/30/2006,23.7339,2006,31.7339,,,,,,,,,,
1/31/2006,23.636,2006,31.636,,,,,,,,,,
2/1/2006,23.5421,2006,31.5421,,,,,,,,,,
2/2/2006,23.4895,2006,31.4895,,,,,,,,,,
2/3/2006,23.4036,2006,31.4036,,,,,,,,,,
2/4/2006,23.28,2006,31.28,,,,,,,,,,
2/5/2006,23.1389,2006,31.1389,,,,,,,,,,
2/6/2006,23.0675,2006,31.0675,,,,,,,,,,
2/7/2006,22.9714,2006,30.9714,,,,,,,,,,
2/8/2006,22.9562,2006,30.9562,,,,,,,,,,
2/9/2006,22.8407,2006,30.8407,,,,,,,,,,
2/10/2006,22.6939,2006,30.6939,,,,,,,,,,
2/11/2006,22.556,2006,30.556,,,,,,,,,,
2/12/2006,22.4208,2006,30.4208,,,,,,,,,,
2/13/2006,22.7655,2006,30.7655,,,,,,,,,,
2/14/2006,22.7672,2006,30.7672,,,,,,,,,,
2/15/2006,22.6325,2006,30.6325,,,,,,,,,,
2/16/2006,22.4803,2006,30.4803,,,,,,,,,,
2/17/2006,22.3539,2006,30.3539,,,,,,,,,,
2/18/2006,22.2535,2006,30.2535,,,,,,,,,,
2/19/2006,22.6886,2006,30.6886,,,,,,,,,,
2/20/2006,23.3922,2006,31.3922,,,,,,,,,,
2/21/2006,24.3301,2006,32.3301,,,,,,,,,,
2/22/2006,25.2629,2006,33.2629,,,,,,,,,,
2/23/2006,26.0214,2006,34.0214,,,,,,,,,,
2/24/2006,26.7875,2006,34.7875,,,,,,,,,,
2/25/2006,27.4247,2006,35.4247,,,,,,,,,,
2/26/2006,29.3124,2006,37.3124,,,,,,,,,,
2/27/2006,29.9963,2006,37.9963,,,,,,,,,,
2/28/2006,30.4377,2006,38.4377,,,,,,,,,,
3/1/2006,30.1673,2006,38.1673,,,,,,,,,,
3/2/2006,29.6635,2006,37.6635,,,,,,,,,,
3/3/2006,29.1454,2006,37.1454,,,,,,,,,,
3/4/2006,28.6246,2006,36.6246,,,,,,,,,,
3/5/2006,28.1225,2006,36.1225,,,,,,,,,,
3/6/2006,29.1082,2006,37.1082,,,,,,,,,,
3/7/2006,29.2789,2006,37.2789,,,,,,,,,,
3/8/2006,29.6566,2006,37.6566,,,,,,,,,,
3/9/2006,29.6146,2006,37.6146,,,,,,,,,,
3/10/2006,32.0036,2006,33.90404,,,,,,,,,,
3/11/2006,34.0303,2006,20.63004,,,,,,,,,,
3/12/2006,35.5695,2006,27.3651848,,,,,,,,,,
3/13/2006,36.0011,2006,34.4748154,,,,,,,,,,
3/14/2006,36.417,2006,36.5296059,,,,,,,,,,
3/15/2006,36.2359,2006,33.7898865,,,,,,,,,,
3/16/2006,36.7385,2006,31.735096,,,,,,,,,,
3/17/2006,36.1938,2006,31.6209412,,,,,,,,,,
3/18/2006,35.6215,2006,30.93601,,,,,,,,,,
3/19/2006,35.1672,2006,30.7077,,,,,,,,,,
3/20/2006,35.34,2006,30.93601,,,,,,,,,,
3/21/2006,35.8039,2006,32.4200249,,,,,,,,,,
3/22/2006,36.5214,2006,31.6209412,,,,,,,,,,
3/23/2006,36.6509,2006,31.39263,,,,,,,,,,
3/24/2006,36.5777,2006,34.58897,,,,,,,,,,
3/25/2006,37.8612,2006,37.2145348,,,,,,,,,,
3/26/2006,40.3022,2006,41.5524254,,,,,,,,,,
3/27/2006,41.7586,2006,35.2739,,,,,,,,,,
3/28/2006,42.2414,2006,34.81728,,,,,,,,,,
3/29/2006,42.0957,2006,32.4200249,,,,,,,,,,
3/30/2006,41.8123,2006,32.1917152,,,,,,,,,,
3/31/2006,41.6688,2006,33.90404,,,,,,,,,,
4/1/2006,42.9516,2006,36.9862251,,,,,,,,,,
4/2/2006,43.4251,2006,42.23736,,,,,,,,,,
4/3/2006,44.0417,2006,42.00905,,,,,,,,,,
4/4/2006,44.3269,2006,42.00905,,,,,,,,,,
4/5/2006,44.7284,2006,42.8081322,,,,,,,,,,
4/6/2006,44.5962,2006,42.23736,,,,,,,,,,
4/7/2006,44.7994,2006,45.4336967,,,,,,,,,,
4/8/2006,45.7662,2006,54.79441,,,,,,,,,,
4/9/2006,45.821,2006,56.2784233,,,,,,,,,,
4/10/2006,47.7703,2006,59.2464561,,,,,,,,,,
4/11/2006,48.5885,2006,54.4519424,,,,,,,,,,
4/12/2006,49.9292,2006,47.2601776,,,,,,,,,,
4/13/2006,52.9049,2006,45.6620064,,,,,,,,,,
4/14/2006,52.3308,2006,43.8355255,,,,,,,,,,
4/15/2006,53.5737,2006,42.4656677,,,,,,,,,,
4/16/2006,58.8274,2006,43.03644,,,,,,,,,,
4/17/2006,63.9538,2006,42.4656677,,,,,,,,,,
4/18/2006,69.2226,2006,48.1734161,,,,,,,,,,
4/19/2006,67.7506,2006,44.634613,,,,,,,,,,
4/20/2006,67.3864,2006,47.031868,,,,,,,,,,
4/21/2006,66.8725,2006,47.2601776,,,,,,,,,,
4/22/2006,66.0453,2006,46.4610939,,,,,,,,,,
4/23/2006,65.1249,2006,47.031868,,,,,,,,,,
4/24/2006,64.9568,2006,50.91314,,,,,,,,,,
4/25/2006,64.5781,2006,52.6254654,,,,,,,,,,
4/26/2006,67.9887,2006,58.67568,,,,,,,,,,
4/27/2006,71.7312,2006,53.88117,,,,,,,,,,
4/28/2006,82.909,2006,57.4199753,,,,,,,,,,
4/29/2006,89.1925,2006,58.90399,,,,,,,,,,
4/30/2006,100.764,2006,66.20991,,,,,,,,,,
5/1/2006,135.206,2006,54.76239,,,,,,,,,,
5/2/2006,133.171,2006,52.5934448,,,,,,,,,,
5/3/2006,129.167,2006,47.5706253,,,,,,,,,,
5/4/2006,124.966,2006,41.17794,,,,,,,,,,
5/5/2006,122.154,2006,40.94963,,,,,,,,,,
5/6/2006,124.574,2006,43.118576,,,,,,,,,,
5/7/2006,126.837,2006,41.86287,,,,,,,,,,
5/8/2006,125.752,2006,77.47924,,,,,,,,,,
5/9/2006,125.254,2006,72.2281,,,,,,,,,,
5/10/2006,126.1,2006,84.100227,,,,,,,,,,
5/11/2006,129.665,2006,97.570518,,,,,,,,,,
5/12/2006,126.518,2006,99.853622,,,,,,,,,,
5/13/2006,124.985,2006,74.2829,,,,,,,,,,
5/14/2006,122.807,2006,73.027191,,,,,,,,,,
5/15/2006,121.478,2006,81.588821,,,,,,,,,,
5/16/2006,121.246,2006,89.579666,,,,,,,,,,
5/17/2006,128.116,2006,95.287422,,,,,,,,,,
5/18/2006,136.083,2006,97.570518,,,,,,,,,,
5/19/2006,131.467,2006,94.145874,,,,,,,,,,
5/20/2006,132.262,2006,83.643608,,,,,,,,,,
5/21/2006,139.159,2006,107.844467,,,,,,,,,,
5/22/2006,139.146,2006,122.684631,,,,,,,,,,
5/23/2006,136.239,2006,114.693771,,,,,,,,,,
5/24/2006,133.282,2006,126.109268,,,,,,,,,,
5/25/2006,135.689,2006,134.100128,,,,,,,,,,
5/26/2006,150.093,2006,227.707245,,,,,,,,,,
5/27/2006,155.122,2006,201.451584,,,,,,,,,,
5/28/2006,152.774,2006,204.876236,,,,,,,,,,
5/29/2006,153.373,2006,183.186783,,,,,,,,,,
5/30/2006,152.023,2006,206.017792,,,,,,,,,,
5/31/2006,162.207,2006,200.310043,,,,,,,,,,
6/1/2006,157.372,2006,172.912827,,,,,,,,,,
6/2/2006,151.586,2006,171.771286,,,,,,,,,,
6/3/2006,148.05,2006,184.328339,,,,,,,,,,
6/4/2006,166.688,2006,217.433289,,,,,,,,,,
6/5/2006,194.552,2006,168.346634,,,,,,,,,,
6/6/2006,187.614,2006,227.707245,,,,,,,,,,
6/7/2006,181.372,2006,202.59314,,,,,,,,,,
6/8/2006,180.472,2006,235.6981,,,,,,,,,,
6/9/2006,185.426,2006,311.0404,,,,,,,,,,
6/10/2006,200.509,2006,358.9855,,,,,,,,,,
6/11/2006,212.24,2006,493.6884,,,,,,,,,,
6/12/2006,209.569,2006,333.8714,,,,,,,,,,
6/13/2006,201.759,2006,269.9446,,,,,,,,,,
6/14/2006,191.429,2006,204.876236,,,,,,,,,,
6/15/2006,184.906,2006,172.912827,,,,,,,,,,
6/16/2006,175.972,2006,154.648026,,,,,,,,,,
6/17/2006,169.037,2006,147.798737,,,,,,,,,,
6/18/2006,162.153,2006,139.807877,,,,,,,,,,
6/19/2006,158.864,2006,140.949432,,,,,,,,,,
6/20/2006,163.042,2006,144.374084,,,,,,,,,,
6/21/2006,203.511,2006,139.807877,,,,,,,,,,
6/22/2006,218.559,2006,128.39238,,,,,,,,,,
6/23/2006,214.508,2006,160.355774,,,,,,,,,,
6/24/2006,208.633,2006,199.168488,,,,,,,,,,
6/25/2006,224.724,2006,239.122742,,,,,,,,,,
6/26/2006,215.327,2006,223.141037,,,,,,,,,,
6/27/2006,223.803,2006,300.7207,,,,,,,,,,
6/28/2006,231.273,2006,268.7573,,,,,,,,,,
6/29/2006,227.92,2006,338.391876,,,,,,,,,,
6/30/2006,229.466,2006,253.917145,,,,,,,,,,
7/1/2006,258.815,2006,260.766449,,,,,,,,,,
7/2/2006,270.229,2006,260.766449,,,,,,,,,,
7/3/2006,279.093,2006,342.958069,,,,,,,,,,
7/4/2006,307.188,2006,277.8897,,,,,,,,,,
7/5/2006,312.858,2006,388.894043,,,,,,,,,,
7/6/2006,303.976,2006,295.286926,,,,,,,,,,
7/7/2006,295.112,2006,312.410156,,,,,,,,,,
7/8/2006,286.115,2006,300.994659,,,,,,,,,,
7/9/2006,290.423,2006,329.533417,,,,,,,,,,
7/10/2006,296.052,2006,359.2137,,,,,,,,,,
7/11/2006,302.034,2006,399.167969,,,,,,,,,,
7/12/2006,306.722,2006,345.5151,,,,,,,,,,
7/13/2006,298.459,2006,442.5469,,,,,,,,,,
7/14/2006,343.288,2006,362.638367,,,,,,,,,,
7/15/2006,349.851,2006,422.2089,,,,,,,,,,
7/16/2006,377.302,2006,442.36,,,,,,,,,,
7/17/2006,368.629,2006,402.332153,,,,,,,,,,
7/18/2006,350.499,2006,334.0996,,,,,,,,,,
7/19/2006,406.954,2006,375.195435,,,,,,,,,,
7/20/2006,386.469,2006,355.789063,,,,,,,,,,
7/21/2006,396.208,2006,393.460236,,,,,,,,,,
7/22/2006,392.926,2006,333.4145,,,,,,,,,,
7/23/2006,397.206,2006,391.36,,,,,,,,,,
7/24/2006,382.075,2006,350.5377,,,,,,,,,,
7/25/2006,370.647,2006,363.0948,,,,,,,,,,
7/26/2006,352.855,2006,415.1497,,,,,,,,,,
7/27/2006,338.68,2006,428.8483,,,,,,,,,,
7/28/2006,316.632,2006,336.382721,,,,,,,,,,
7/29/2006,314.282,2006,335.24118,,,,,,,,,,
7/30/2006,306.574,2006,311.268616,,,,,,,,,,
7/31/2006,303.001,2006,351.22287,,,,,,,,,,
8/1/2006,314.149,2006,376.336975,,,,,,,,,,
8/2/2006,317.246,2006,361.496826,,,,,,,,,,
8/3/2006,334.941,2006,395.743317,,,,,,,,,,
8/4/2006,340.977,2006,346.656677,,,,,,,,,,
8/5/2006,329.486,2006,347.798218,,,,,,,,,,
8/6/2006,330.908,2006,377.478516,,,,,,,,,,
8/7/2006,323.708,2006,396.8849,,,,,,,,,,
8/8/2006,320.055,2006,376.336975,,,,,,,,,,
8/9/2006,323.203,2006,368.34613,,,,,,,,,,
8/10/2006,314.151,2006,313.551727,,,,,,,,,,
8/11/2006,307.173,2006,294.145355,,,,,,,,,,
8/12/2006,306.393,2006,265.6066,,,,,,,,,,
8/13/2006,304.842,2006,263.323517,,,,,,,,,,
8/14/2006,319.34,2006,303.277771,,,,,,,,,,
8/15/2006,348.159,2006,340.9489,,,,,,,,,,
8/16/2006,330.805,2006,306.702423,,,,,,,,,,
8/17/2006,322.949,2006,274.739,,,,,,,,,,
8/18/2006,316.253,2006,259.898865,,,,,,,,,,
8/19/2006,306.703,2006,250.766449,,,,,,,,,,
8/20/2006,324.639,2006,319.25946,,,,,,,,,,
8/21/2006,317.895,2006,391.177124,,,,,,,,,,
8/22/2006,320.2,2006,305.560852,,,,,,,,,,
8/23/2006,356.937,2006,404.875732,,,,,,,,,,
8/24/2006,344.187,2006,367.204559,,,,,,,,,,
8/25/2006,379.92,2006,424.36,,,,,,,,,,
8/26/2006,395.99,2006,422.365,,,,,,,,,,
8/27/2006,394.908,2006,390.492,,,,,,,,,,
8/28/2006,382.092,2006,381.364,,,,,,,,,,
8/29/2006,373.721,2006,424.282074,,,,,,,,,,
8/30/2006,353.811,2006,411.725037,,,,,,,,,,
8/31/2006,331.155,2006,393.460236,,,,,,,,,,
9/1/2006,325.333,2006,330.674957,,,,,,,,,,
9/2/2006,315.973,2006,275.880554,,,,,,,,,,
9/3/2006,299.406,2006,256.4742,,,,,,,,,,
9/4/2006,281.122,2006,241.634064,,,,,,,,,,
9/5/2006,271.319,2006,262.181946,,,,,,,,,,
9/6/2006,259.68,2006,254.1911,,,,,,,,,,
9/7/2006,251.17,2006,218.80304,,,,,,,,,,
9/8/2006,240.58,2006,209.670654,,,,,,,,,,
9/9/2006,224.735,2006,302.1362,,,,,,,,,,
9/10/2006,226.155,2006,275.652344,,,,,,,,,,
9/11/2006,218.368,2006,295.058716,,,,,,,,,,
9/12/2006,244.267,2006,392.090485,,,,,,,,,,
9/13/2006,237.06,2006,470.857422,,,,,,,,,,
9/14/2006,222.709,2006,341.862274,,,,,,,,,,
9/15/2006,207.978,2006,266.519958,,,,,,,,,,
9/16/2006,196.92,2006,247.1136,,,,,,,,,,
9/17/2006,187.229,2006,235.6981,,,,,,,,,,
9/18/2006,179.77,2006,239.122742,,,,,,,,,,
9/19/2006,173.259,2006,256.246,,,,,,,,,,
9/20/2006,166.644,2006,256.246,,,,,,,,,,
9/21/2006,161.72,2006,235.6981,,,,,,,,,,
9/22/2006,178.745,2006,261.953735,,,,,,,,,,
9/23/2006,211.637,2006,392.5469,,,,,,,,,,
9/24/2006,223.901,2006,364.693268,,,,,,,,,,
9/25/2006,235.645,2006,290.4925,,,,,,,,,,
9/26/2006,240.219,2006,265.3784,,,,,,,,,,
9/27/2006,230.109,2006,227.707245,,,,,,,,,,
9/28/2006,225.12,2006,208.300888,,,,,,,,,,
9/29/2006,217.872,2006,199.168488,,,,,,,,,,
9/30/2006,208.67,2006,185.469879,,,,,,,,,,
10/1/2006,197.709,2006,180.903687,,,,,,,,,,
10/2/2006,189.104,2006,177.479034,,,,,,,,,,
10/3/2006,181.243,2006,174.054382,,,,,,,,,,
10/4/2006,173.359,2006,161.49733,,,,,,,,,,
10/5/2006,160.516,2006,148.940277,,,,,,,,,,
10/6/2006,149.147,2006,145.515625,,,,,,,,,,
10/7/2006,143.65,2006,139.807877,,,,,,,,,,
10/8/2006,137.187,2006,138.666321,,,,,,,,,,
10/9/2006,128.967,2006,139.807877,,,,,,,,,,
10/10/2006,120.762,2006,129.53392,,,,,,,,,,
10/11/2006,117.915,2006,122.684631,,,,,,,,,,
10/12/2006,110.588,2006,118.118423,,,,,,,,,,
10/13/2006,106.4,2006,116.4,,,,,,,,,,
10/14/2006,102.602,2006,112.602,,,,,,,,,,
10/15/2006,97.0707,2006,107.0707,,,,,,,,,,
10/16/2006,94.1895,2006,104.1895,,,,,,,,,,
10/17/2006,91.1079,2006,101.1079,,,,,,,,,,
10/18/2006,87.8127,2006,97.8127,,,,,,,,,,
10/19/2006,84.7021,2006,94.7021,,,,,,,,,,
10/20/2006,82.0417,2006,92.0417,,,,,,,,,,
10/21/2006,79.5178,2006,89.5178,,,,,,,,,,
10/22/2006,76.8591,2006,86.8591,,,,,,,,,,
10/23/2006,74.5702,2006,84.5702,,,,,,,,,,
10/24/2006,72.2754,2006,82.2754,,,,,,,,,,
10/25/2006,68.446,2006,78.446,,,,,,,,,,
10/26/2006,66.6424,2006,76.6424,,,,,,,,,,
10/27/2006,63.3228,2006,73.3228,,,,,,,,,,
10/28/2006,60.3049,2006,70.3049,,,,,,,,,,
10/29/2006,57.4643,2006,67.4643,,,,,,,,,,
10/30/2006,54.9225,2006,64.9225,,,,,,,,,,
10/31/2006,52.6421,2006,62.6421,,,,,,,,,,
11/1/2006,52.3228,2006,62.3228,,,,,,,,,,
11/2/2006,52.1155,2006,62.1155,,,,,,,,,,
11/3/2006,49.9647,2006,59.9647,,,,,,,,,,
11/4/2006,48.0747,2006,58.0747,,,,,,,,,,
11/5/2006,46.3492,2006,56.3492,,,,,,,,,,
11/6/2006,44.7949,2006,54.7949,,,,,,,,,,
11/7/2006,44.8839,2006,54.8839,,,,,,,,,,
11/8/2006,44.698,2006,54.698,,,,,,,,,,
11/9/2006,43.1867,2006,53.1867,,,,,,,,,,
11/10/2006,41.7998,2006,51.7998,,,,,,,,,,
11/11/2006,40.5406,2006,50.5406,,,,,,,,,,
11/12/2006,40.5432,2006,50.5432,,,,,,,,,,
11/13/2006,39.3287,2006,49.3287,,,,,,,,,,
11/14/2006,38.2788,2006,48.2788,,,,,,,,,,
11/15/2006,37.273,2006,47.273,,,,,,,,,,
11/16/2006,36.3379,2006,46.3379,,,,,,,,,,
11/17/2006,35.4596,2006,45.4596,,,,,,,,,,
11/18/2006,34.6272,2006,44.6272,,,,,,,,,,
11/19/2006,33.8596,2006,43.8596,,,,,,,,,,
11/20/2006,33.1413,2006,43.1413,,,,,,,,,,
11/21/2006,32.477,2006,42.477,,,,,,,,,,
11/22/2006,31.8517,2006,41.8517,,,,,,,,,,
11/23/2006,31.2658,2006,41.2658,,,,,,,,,,
11/24/2006,30.7217,2006,40.7217,,,,,,,,,,
11/25/2006,30.2101,2006,40.2101,,,,,,,,,,
11/26/2006,29.7161,2006,39.7161,,,,,,,,,,
11/27/2006,30.0977,2006,40.0977,,,,,,,,,,
11/28/2006,30.4473,2006,40.4473,,,,,,,,,,
11/29/2006,30.7317,2006,40.7317,,,,,,,,,,
11/30/2006,30.1566,2006,40.1566,,,,,,,,,,
12/1/2006,29.6205,2006,39.6205,,,,,,,,,,
12/2/2006,29.1209,2006,39.1209,,,,,,,,,,
12/3/2006,28.6621,2006,38.6621,,,,,,,,,,
12/4/2006,28.2257,2006,38.2257,,,,,,,,,,
12/5/2006,27.8176,2006,37.8176,,,,,,,,,,
12/6/2006,27.4347,2006,37.4347,,,,,,,,,,
12/7/2006,27.0758,2006,37.0758,,,,,,,,,,
12/8/2006,26.9528,2006,36.9528,,,,,,,,,,
12/9/2006,26.8526,2006,36.8526,,,,,,,,,,
12/10/2006,26.7499,2006,36.7499,,,,,,,,,,
12/11/2006,26.665,2006,36.665,,,,,,,,,,
12/12/2006,29.0308,2006,39.0308,,,,,,,,,,
12/13/2006,28.8317,2006,38.8317,,,,,,,,,,
12/14/2006,28.6143,2006,38.6143,,,,,,,,,,
12/15/2006,28.3869,2006,38.3869,,,,,,,,,,
12/16/2006,28.3528,2006,38.3528,,,,,,,,,,
12/17/2006,28.1947,2006,38.1947,,,,,,,,,,
12/18/2006,28.1168,2006,38.1168,,,,,,,,,,
12/19/2006,28.0116,2006,38.0116,,,,,,,,,,
12/20/2006,27.8375,2006,37.8375,,,,,,,,,,
12/21/2006,27.6085,2006,37.6085,,,,,,,,,,
12/22/2006,27.3796,2006,37.3796,,,,,,,,,,
12/23/2006,27.1248,2006,37.1248,,,,,,,,,,
12/24/2006,26.8512,2006,36.8512,,,,,,,,,,
12/25/2006,26.5767,2006,36.5767,,,,,,,,,,
12/26/2006,26.3041,2006,36.3041,,,,,,,,,,
12/27/2006,26.0345,2006,36.0345,,,,,,,,,,
12/28/2006,25.7686,2006,35.7686,,,,,,,,,,
12/29/2006,25.5072,2006,35.5072,,,,,,,,,,
12/30/2006,25.2507,2006,35.2507,,,,,,,,,,
12/31/2006,24.9996,2006,34.9996,,,,,,,,,,
1/1/2007,24.7541,2007,34.7541,,,,,,,,,,
1/2/2007,24.5143,2007,34.5143,,,,,,,,,,
1/3/2007,24.2805,2007,34.2805,,,,,,,,,,
1/4/2007,24.0525,2007,34.0525,,,,,,,,,,
1/5/2007,23.8304,2007,33.8304,,,,,,,,,,
1/6/2007,23.6142,2007,33.6142,,,,,,,,,,
1/7/2007,23.4036,2007,33.4036,,,,,,,,,,
1/8/2007,23.1986,2007,33.1986,,,,,,,,,,
1/9/2007,22.9991,2007,32.9991,,,,,,,,,,
1/10/2007,22.8049,2007,32.8049,,,,,,,,,,
1/11/2007,22.6157,2007,32.6157,,,,,,,,,,
1/12/2007,22.4314,2007,32.4314,,,,,,,,,,
1/13/2007,22.2518,2007,32.2518,,,,,,,,,,
1/14/2007,22.2319,2007,32.2319,,,,,,,,,,
1/15/2007,22.0655,2007,32.0655,,,,,,,,,,
1/16/2007,21.9015,2007,31.9015,,,,,,,,,,
1/17/2007,21.7402,2007,31.7402,,,,,,,,,,
1/18/2007,21.5812,2007,31.5812,,,,,,,,,,
1/19/2007,21.4247,2007,31.4247,,,,,,,,,,
1/20/2007,21.2709,2007,31.2709,,,,,,,,,,
1/21/2007,21.1409,2007,31.1409,,,,,,,,,,
1/22/2007,20.994,2007,30.994,,,,,,,,,,
1/23/2007,20.8997,2007,30.8997,,,,,,,,,,
1/24/2007,20.7575,2007,30.7575,,,,,,,,,,
1/25/2007,20.6171,2007,30.6171,,,,,,,,,,
1/26/2007,20.5218,2007,30.5218,,,,,,,,,,
1/27/2007,20.4072,2007,30.4072,,,,,,,,,,
1/28/2007,20.2765,2007,30.2765,,,,,,,,,,
1/29/2007,20.1688,2007,30.1688,,,,,,,,,,
1/30/2007,20.2456,2007,30.2456,,,,,,,,,,
1/31/2007,20.2646,2007,30.2646,,,,,,,,,,
2/1/2007,20.2769,2007,30.2769,,,,,,,,,,
2/2/2007,20.3104,2007,30.3104,,,,,,,,,,
2/3/2007,20.4593,2007,30.4593,,,,,,,,,,
2/4/2007,20.3263,2007,30.3263,,,,,,,,,,
2/5/2007,21.453,2007,31.453,,,,,,,,,,
2/6/2007,21.5665,2007,31.5665,,,,,,,,,,
2/7/2007,24.0267,2007,34.0267,,,,,,,,,,
2/8/2007,24.7304,2007,34.7304,,,,,,,,,,
2/9/2007,24.8181,2007,34.8181,,,,,,,,,,
2/10/2007,24.9995,2007,34.9995,,,,,,,,,,
2/11/2007,25.231,2007,35.231,,,,,,,,,,
2/12/2007,25.8181,2007,35.8181,,,,,,,,,,
2/13/2007,26.1638,2007,36.1638,,,,,,,,,,
2/14/2007,29.2023,2007,39.2023,,,,,,,,,,
2/15/2007,30.6202,2007,40.6202,,,,,,,,,,
2/16/2007,31.3557,2007,41.3557,,,,,,,,,,
2/17/2007,31.7736,2007,41.7736,,,,,,,,,,
2/18/2007,31.9066,2007,41.9066,,,,,,,,,,
2/19/2007,31.9497,2007,41.9497,,,,,,,,,,
2/20/2007,32.309,2007,42.309,,,,,,,,,,
2/21/2007,33.0618,2007,43.0618,,,,,,,,,,
2/22/2007,33.3378,2007,43.3378,,,,,,,,,,
2/23/2007,33.9366,2007,43.9366,,,,,,,,,,
2/24/2007,34.7703,2007,44.7703,,,,,,,,,,
2/25/2007,34.4966,2007,44.4966,,,,,,,,,,
2/26/2007,34.8317,2007,44.8317,,,,,,,,,,
2/27/2007,34.6024,2007,44.6024,,,,,,,,,,
2/28/2007,34.1163,2007,44.1163,,,,,,,,,,
3/1/2007,33.9188,2007,43.9188,,,,,,,,,,
3/2/2007,35.6806,2007,45.6806,,,,,,,,,,
