Date,obs,Year,,,,,,,
8/30/2001,371.999,,449.999,429.999,424.999,421.999,421.999,371.999,
8/31/2001,286.382721,,364.382721,344.382721,339.382721,336.382721,336.382721,286.382721,
9/1/2001,378.8483,,456.8483,436.8483,431.8483,428.8483,428.8483,378.8483,
9/2/2001,342.318665,,420.318665,400.318665,395.318665,392.318665,392.318665,342.318665,
9/3/2001,316.063019,,394.063019,374.063019,369.063019,366.063019,366.063019,316.063019,
9/4/2001,298.939758,,376.939758,356.939758,351.939758,348.939758,348.939758,298.939758,
9/5/2001,431.3596,,509.3596,489.3596,484.3596,481.3596,481.3596,431.3596,
9/6/2001,298.939758,,376.939758,356.939758,351.939758,348.939758,348.939758,298.939758,
9/7/2001,316.063019,,394.063019,374.063019,369.063019,366.063019,366.063019,316.063019,
9/8/2001,366.291229,,444.291229,424.291229,419.291229,416.291229,416.291229,366.291229,
9/9/2001,399.3962,,477.3962,457.3962,452.3962,449.3962,449.3962,399.3962,
9/10/2001,316.063019,,394.063019,374.063019,369.063019,366.063019,366.063019,316.063019,
9/11/2001,308.072174,,386.072174,366.072174,361.072174,358.072174,358.072174,308.072174,
9/12/2001,385.6976,,463.6976,443.6976,438.6976,435.6976,435.6976,385.6976,
9/13/2001,398.254639,,476.254639,456.254639,451.254639,448.254639,448.254639,398.254639,
9/14/2001,392.5469,,470.5469,450.5469,445.5469,442.5469,442.5469,392.5469,
9/15/2001,320.6292,,398.6292,378.6292,373.6292,370.6292,370.6292,320.6292,
9/16/2001,288.665833,,366.665833,346.665833,341.665833,338.665833,338.665833,288.665833,
9/17/2001,246.428467,,324.428467,304.428467,299.428467,296.428467,296.428467,246.428467,
9/18/2001,232.729858,,310.729858,290.729858,285.729858,282.729858,282.729858,232.729858,
9/19/2001,257.615753,,335.615753,315.615753,310.615753,307.615753,307.615753,257.615753,
9/20/2001,232.501648,,310.501648,290.501648,285.501648,282.501648,282.501648,232.501648,
9/21/2001,208.529083,,286.529083,266.529083,261.529083,258.529083,258.529083,208.529083,
9/22/2001,205.104462,,283.104462,263.104462,258.104462,255.104462,255.104462,205.104462,
9/23/2001,221.086151,,299.086151,279.086151,274.086151,271.086151,271.086151,221.086151,
9/24/2001,221.086151,,299.086151,279.086151,274.086151,271.086151,271.086151,221.086151,
9/25/2001,176.565689,,254.565689,234.565689,229.565689,226.565689,226.565689,176.565689,
9/26/2001,162.8671,,240.8671,220.8671,215.8671,212.8671,212.8671,162.8671,
9/27/2001,168.574844,,246.574844,226.574844,221.574844,218.574844,218.574844,168.574844,
9/28/2001,159.442444,,237.442444,217.442444,212.442444,209.442444,209.442444,159.442444,
9/29/2001,146.885391,,224.885391,204.885391,199.885391,196.885391,196.885391,146.885391,
9/30/2001,138.894531,,216.894531,196.894531,191.894531,188.894531,188.894531,138.894531,
10/1/2001,137.752991,,215.752991,195.752991,190.752991,187.752991,187.752991,137.752991,
10/2/2001,161.72554,,239.72554,219.72554,214.72554,211.72554,211.72554,161.72554,
10/3/2001,142.319183,,220.319183,200.319183,195.319183,192.319183,192.319183,142.319183,
10/4/2001,146.885391,,224.885391,204.885391,199.885391,196.885391,196.885391,146.885391,
10/5/2001,178.62059,,206.62059,186.62059,181.62059,178.62059,178.62059,,
10/6/2001,168.346634,,196.346634,176.346634,171.346634,168.346634,168.346634,,
10/7/2001,169.48819,,197.48819,177.48819,172.48819,169.48819,169.48819,,
10/8/2001,166.063538,,194.063538,174.063538,169.063538,166.063538,166.063538,,
10/9/2001,163.780426,,191.780426,171.780426,166.780426,163.780426,163.780426,,
10/10/2001,178.62059,,206.62059,186.62059,181.62059,178.62059,178.62059,,
10/11/2001,174.054382,,202.054382,182.054382,177.054382,174.054382,174.054382,,
10/12/2001,160.355774,,188.355774,168.355774,163.355774,160.355774,160.355774,,
10/13/2001,138.666321,,166.666321,146.666321,141.666321,138.666321,138.666321,,
10/14/2001,123.826172,,151.826172,131.826172,126.826172,123.826172,123.826172,,
10/15/2001,112.410675,,140.410675,120.410675,115.410675,112.410675,112.410675,,
10/16/2001,106.702927,,134.702927,114.702927,109.702927,106.702927,106.702927,,
10/17/2001,107.844467,,135.844467,115.844467,110.844467,107.844467,107.844467,,
10/18/2001,107.844467,,135.844467,115.844467,110.844467,107.844467,107.844467,,
10/19/2001,103.278275,,131.278275,111.278275,106.278275,103.278275,103.278275,,
10/20/2001,102.136719,,130.136719,110.136719,105.136719,102.136719,102.136719,,
10/21/2001,100.995178,,128.995178,108.995178,103.995178,100.995178,100.995178,,
10/22/2001,99.853622,,127.853622,107.853622,102.853622,99.853622,99.853622,,
10/23/2001,97.570518,,125.570518,105.570518,100.570518,97.570518,97.570518,,
10/24/2001,96.42897,,124.42897,104.42897,99.42897,96.42897,96.42897,,
10/25/2001,98.712074,,126.712074,106.712074,101.712074,98.712074,98.712074,,
10/26/2001,89.579666,,117.579666,97.579666,92.579666,89.579666,89.579666,,
10/27/2001,86.040863,,114.040863,94.040863,89.040863,86.040863,86.040863,,
10/28/2001,86.040863,,114.040863,94.040863,89.040863,86.040863,86.040863,,
10/29/2001,83.07283,,111.07283,91.07283,86.07283,83.07283,83.07283,,
10/30/2001,77.365082,,105.365082,85.365082,80.365082,77.365082,77.365082,,
10/31/2001,75.081985,,103.081985,83.081985,78.081985,75.081985,75.081985,,
11/1/2001,73.597969,,101.597969,81.597969,76.597969,73.597969,73.597969,,
11/2/2001,71.65733,,99.65733,79.65733,74.65733,71.65733,71.65733,,
11/3/2001,70.9724045,,98.9724045,78.9724045,73.9724045,70.9724045,70.9724045,,
11/4/2001,69.83085,,97.83085,77.83085,72.83085,69.83085,69.83085,,
11/5/2001,68.23268,,96.23268,76.23268,71.23268,68.23268,68.23268,,
11/6/2001,65.94958,,93.94958,73.94958,68.94958,65.94958,65.94958,,
11/7/2001,61.84,,89.84,69.84,64.84,61.84,61.84,,
11/8/2001,61.38338,,89.38338,69.38338,64.38338,61.38338,61.38338,,
11/9/2001,57.6162643,,85.6162643,65.6162643,60.6162643,57.6162643,57.6162643,,
11/10/2001,54.53408,,82.53408,62.53408,57.53408,54.53408,54.53408,,
11/11/2001,51.56605,,79.56605,59.56605,54.56605,51.56605,51.56605,,
11/12/2001,48.4838638,,76.4838638,56.4838638,51.4838638,48.4838638,48.4838638,,
11/13/2001,45.8583,,73.8583,53.8583,48.8583,45.8583,45.8583,,
11/14/2001,42.43365,,70.43365,50.43365,45.43365,42.43365,42.43365,,
11/15/2001,39.693924,,67.693924,47.693924,42.693924,39.693924,39.693924,,
11/16/2001,37.41083,,65.41083,45.41083,40.41083,37.41083,37.41083,,
11/17/2001,36.26928,,64.26928,44.26928,39.26928,36.26928,36.26928,,
11/18/2001,36.26928,,64.26928,44.26928,39.26928,36.26928,36.26928,,
11/19/2001,36.7259,,64.7259,44.7259,39.7259,36.7259,36.7259,,
11/20/2001,36.26928,,64.26928,44.26928,39.26928,36.26928,36.26928,,
11/21/2001,35.92681,,63.92681,43.92681,38.92681,35.92681,35.92681,,
11/22/2001,36.26928,,64.26928,44.26928,39.26928,36.26928,36.26928,,
11/23/2001,36.7259,,64.7259,44.7259,39.7259,36.7259,36.7259,,
11/24/2001,37.41083,,65.41083,45.41083,40.41083,37.41083,37.41083,,
11/25/2001,36.26928,,64.26928,44.26928,39.26928,36.26928,36.26928,,
11/26/2001,36.7259,,64.7259,44.7259,39.7259,36.7259,36.7259,,
11/27/2001,36.26928,,64.26928,44.26928,39.26928,36.26928,36.26928,,
11/28/2001,36.26928,,64.26928,44.26928,39.26928,36.26928,36.26928,,
11/29/2001,35.5843468,,63.5843468,43.5843468,38.5843468,35.5843468,35.5843468,,
11/30/2001,35.5843468,,63.5843468,43.5843468,38.5843468,35.5843468,35.5843468,,
12/1/2001,35.1277237,,63.1277237,43.1277237,38.1277237,35.1277237,35.1277237,,
12/2/2001,35.1277237,,63.1277237,43.1277237,38.1277237,35.1277237,35.1277237,,
12/3/2001,34.4427948,,62.4427948,42.4427948,37.4427948,34.4427948,34.4427948,,
12/4/2001,33.9861755,,61.9861755,41.9861755,36.9861755,33.9861755,33.9861755,,
12/5/2001,33.9861755,,61.9861755,41.9861755,36.9861755,33.9861755,33.9861755,,
12/6/2001,33.9861755,,61.9861755,41.9861755,36.9861755,33.9861755,33.9861755,,
12/7/2001,33.072937,,61.072937,41.072937,36.072937,33.072937,33.072937,,
12/8/2001,32.1596947,,60.1596947,40.1596947,35.1596947,32.1596947,32.1596947,,
12/9/2001,31.2464561,,59.2464561,39.2464561,34.2464561,31.2464561,31.2464561,,
12/10/2001,29.4199753,,57.4199753,37.4199753,32.4199753,29.4199753,29.4199753,,
12/11/2001,29.4199753,,57.4199753,37.4199753,32.4199753,29.4199753,29.4199753,,
12/12/2001,29.07751,,57.07751,37.07751,32.07751,29.07751,29.07751,,
12/13/2001,28.5067329,,56.5067329,36.5067329,31.5067329,28.5067329,28.5067329,,
12/14/2001,28.7350426,,56.7350426,36.7350426,31.7350426,28.7350426,28.7350426,,
12/15/2001,28.5067329,,56.5067329,36.5067329,31.5067329,28.5067329,28.5067329,,
12/16/2001,27.5934944,,55.5934944,35.5934944,30.5934944,27.5934944,27.5934944,,
12/17/2001,27.5934944,,55.5934944,35.5934944,30.5934944,27.5934944,27.5934944,,
12/18/2001,24.1688423,,52.1688423,32.1688423,27.1688423,24.1688423,24.1688423,,
12/19/2001,22.68483,,50.68483,30.68483,25.68483,22.68483,22.68483,,
12/20/2001,21.7715874,,49.7715874,29.7715874,24.7715874,21.7715874,21.7715874,,
12/21/2001,21.4291229,,49.4291229,29.4291229,24.4291229,21.4291229,21.4291229,,
12/22/2001,20.5158844,,48.5158844,28.5158844,23.5158844,20.5158844,20.5158844,,
12/23/2001,20.2875748,,48.2875748,28.2875748,23.2875748,20.2875748,20.2875748,,
12/24/2001,19.031868,,47.031868,27.031868,22.031868,19.031868,19.031868,,
12/25/2001,18.11863,,46.11863,26.11863,21.11863,18.11863,18.11863,,
12/26/2001,17.54785,,45.54785,25.54785,20.54785,17.54785,17.54785,,
12/27/2001,16.29215,,44.29215,24.29215,19.29215,16.29215,16.29215,,
12/28/2001,15.72137,,43.72137,23.72137,18.72137,15.72137,15.72137,,
12/29/2001,14.00905,,42.00905,22.00905,17.00905,14.00905,14.00905,,
12/30/2001,13.5524254,,41.5524254,21.5524254,16.5524254,13.5524254,13.5524254,,
12/31/2001,13.43827,,41.43827,21.43827,16.43827,13.43827,13.43827,,
1/1/2002,12.98165,2002,40.98165,20.98165,15.98165,12.98165,12.98165,,
1/2/2002,12.4108772,,40.4108772,20.4108772,15.4108772,12.4108772,12.4108772,,
1/3/2002,11.954258,,39.954258,19.954258,14.954258,11.954258,11.954258,,
1/4/2002,11.954258,,39.954258,19.954258,14.954258,11.954258,11.954258,,
1/5/2002,11.38348,,39.38348,19.38348,14.38348,11.38348,11.38348,,
1/6/2002,11.15517,,39.15517,19.15517,14.15517,11.15517,11.15517,,
1/7/2002,10.812706,,38.812706,18.812706,13.812706,10.812706,10.812706,,
1/8/2002,10.5843964,,38.5843964,18.5843964,13.5843964,10.5843964,10.5843964,,
1/9/2002,10.0136223,,38.0136223,18.0136223,13.0136223,10.0136223,10.0136223,,
1/10/2002,9.7853127,,37.7853127,17.7853127,12.7853127,9.7853127,9.7853127,,
1/11/2002,9.2145348,,37.2145348,17.2145348,12.2145348,9.2145348,9.2145348,,
1/12/2002,9.2145348,,37.2145348,17.2145348,12.2145348,9.2145348,9.2145348,,
1/13/2002,8.7579155,,36.7579155,16.7579155,11.7579155,8.7579155,8.7579155,,
1/14/2002,8.41545,,36.41545,16.41545,11.41545,8.41545,8.41545,,
1/15/2002,7.6163673,,35.6163673,15.6163673,10.6163673,7.6163673,7.6163673,,
1/16/2002,29.07751,,57.07751,37.07751,32.07751,29.07751,29.07751,,
1/17/2002,12.98165,,40.98165,20.98165,15.98165,12.98165,12.98165,,
1/18/2002,10.3560867,,38.3560867,18.3560867,13.3560867,10.3560867,10.3560867,,
1/19/2002,10.812706,,38.812706,18.812706,13.812706,10.812706,10.812706,,
1/20/2002,10.0136223,,38.0136223,18.0136223,13.0136223,10.0136223,10.0136223,,
1/21/2002,9.7853127,,37.7853127,17.7853127,12.7853127,9.7853127,9.7853127,,
1/22/2002,12.2145348,,37.2145348,17.2145348,12.2145348,9.2145348,12.2145348,,
1/23/2002,11.41545,,36.41545,16.41545,11.41545,8.41545,11.41545,,
1/24/2002,10.6163673,,35.6163673,15.6163673,10.6163673,7.6163673,10.6163673,,
1/25/2002,10.3880577,,35.3880577,15.3880577,10.3880577,7.3880577,10.3880577,,
1/26/2002,9.81728,,34.81728,14.81728,9.81728,6.81728,9.81728,,
1/27/2002,9.81728,,34.81728,14.81728,9.81728,6.81728,9.81728,,
1/28/2002,11.41545,,36.41545,16.41545,11.41545,8.41545,11.41545,,
1/29/2002,10.6163673,,35.6163673,15.6163673,10.6163673,7.6163673,10.6163673,,
1/30/2002,10.1597443,,35.1597443,15.1597443,10.1597443,7.1597443,10.1597443,,
1/31/2002,9.81728,,34.81728,14.81728,9.81728,6.81728,9.81728,,
2/1/2002,9.81728,,34.81728,14.81728,9.81728,6.81728,9.81728,,
2/2/2002,9.0181961,,34.0181961,14.0181961,9.0181961,6.0181961,9.0181961,,
2/3/2002,8.2191124,,33.2191124,13.2191124,8.2191124,5.2191124,8.2191124,,
2/4/2002,8.2191124,,33.2191124,13.2191124,8.2191124,5.2191124,8.2191124,,
2/5/2002,7.9908,,32.9908,12.9908,7.9908,4.9908,7.9908,,
2/6/2002,7.4200249,,32.4200249,12.4200249,7.4200249,4.4200249,7.4200249,,
2/7/2002,7.4200249,,32.4200249,12.4200249,7.4200249,4.4200249,7.4200249,,
2/8/2002,6.9634056,,31.9634056,11.9634056,6.9634056,3.9634056,6.9634056,,
2/9/2002,6.6209412,,31.6209412,11.6209412,6.6209412,3.6209412,6.6209412,,
2/10/2002,6.6209412,,31.6209412,11.6209412,6.6209412,3.6209412,6.6209412,,
2/11/2002,6.6209412,,31.6209412,11.6209412,6.6209412,3.6209412,6.6209412,,
2/12/2002,22.9451065,,47.9451065,27.9451065,22.9451065,19.9451065,22.9451065,,
2/13/2002,13.5843964,,38.5843964,18.5843964,13.5843964,10.5843964,13.5843964,,
2/14/2002,12.557003,,37.557003,17.557003,12.557003,9.557003,12.557003,,
2/15/2002,9.81728,,34.81728,14.81728,9.81728,6.81728,9.81728,,
2/16/2002,9.81728,,34.81728,14.81728,9.81728,6.81728,9.81728,,
2/17/2002,9.36066,,34.36066,14.36066,9.36066,6.36066,9.36066,,
2/18/2002,9.0181961,,34.0181961,14.0181961,9.0181961,6.0181961,9.0181961,,
2/19/2002,8.2191124,,33.2191124,13.2191124,8.2191124,5.2191124,8.2191124,,
2/20/2002,8.2191124,,33.2191124,13.2191124,8.2191124,5.2191124,8.2191124,,
2/21/2002,8.2191124,,33.2191124,13.2191124,8.2191124,5.2191124,8.2191124,,
2/22/2002,7.9908,,32.9908,12.9908,7.9908,4.9908,7.9908,,
2/23/2002,8.2191124,,33.2191124,13.2191124,8.2191124,5.2191124,8.2191124,,
2/24/2002,7.76249,,32.76249,12.76249,7.76249,4.76249,7.76249,,
2/25/2002,8.2191124,,33.2191124,13.2191124,8.2191124,5.2191124,8.2191124,,
2/26/2002,7.76249,,32.76249,12.76249,7.76249,4.76249,7.76249,,
2/27/2002,7.4200249,,32.4200249,12.4200249,7.4200249,4.4200249,7.4200249,,
2/28/2002,7.1917152,,32.1917152,12.1917152,7.1917152,4.1917152,7.1917152,,
3/1/2002,7.4200249,,32.4200249,12.4200249,7.4200249,4.4200249,7.4200249,,
3/2/2002,8.5615768,,33.5615768,13.5615768,8.5615768,5.5615768,8.5615768,,
3/3/2002,8.5615768,,33.5615768,13.5615768,8.5615768,5.5615768,8.5615768,,
3/4/2002,10.95883,,35.95883,15.95883,10.95883,7.95883,10.95883,,
3/5/2002,10.6163673,,35.6163673,15.6163673,10.6163673,7.6163673,10.6163673,,
3/6/2002,10.6163673,,35.6163673,15.6163673,10.6163673,7.6163673,10.6163673,,
3/7/2002,10.95883,,35.95883,15.95883,10.95883,7.95883,10.95883,,
3/8/2002,10.3880577,,35.3880577,15.3880577,10.3880577,7.3880577,10.3880577,,
3/9/2002,10.6163673,,35.6163673,15.6163673,10.6163673,7.6163673,10.6163673,,
3/10/2002,11.7579155,,36.7579155,16.7579155,11.7579155,8.7579155,11.7579155,,
3/11/2002,12.2145348,,37.2145348,17.2145348,12.2145348,9.2145348,12.2145348,,
3/12/2002,12.557003,,37.557003,17.557003,12.557003,9.557003,12.557003,,
3/13/2002,13.812706,,38.812706,18.812706,13.812706,10.812706,13.812706,,
3/14/2002,21.4610939,,46.4610939,26.4610939,21.4610939,18.4610939,21.4610939,,
3/15/2002,16.29215,,44.29215,24.29215,19.29215,16.29215,16.29215,,
3/16/2002,15.72137,,43.72137,23.72137,18.72137,15.72137,15.72137,,
3/17/2002,18.4610939,,46.4610939,26.4610939,21.4610939,18.4610939,18.4610939,,
3/18/2002,11.954258,,39.954258,19.954258,14.954258,11.954258,11.954258,,
3/19/2002,12.4108772,,40.4108772,20.4108772,15.4108772,12.4108772,12.4108772,,
3/20/2002,12.98165,,40.98165,20.98165,15.98165,12.98165,12.98165,,
3/21/2002,15.9496841,,43.9496841,23.9496841,18.9496841,15.9496841,15.9496841,,
3/22/2002,21.4291229,,49.4291229,29.4291229,24.4291229,21.4291229,21.4291229,,
3/23/2002,25.9953232,,53.9953232,33.9953232,28.9953232,25.9953232,25.9953232,,
3/24/2002,22.3423653,,50.3423653,30.3423653,25.3423653,22.3423653,22.3423653,,
3/25/2002,31.4747658,,59.4747658,39.4747658,34.4747658,31.4747658,31.4747658,,
3/26/2002,30.67568,,58.67568,38.67568,33.67568,30.67568,30.67568,,
3/27/2002,14.3515129,,42.3515129,22.3515129,17.3515129,14.3515129,14.3515129,,
3/28/2002,13.20996,,41.20996,21.20996,16.20996,13.20996,13.20996,,
3/29/2002,12.98165,,40.98165,20.98165,15.98165,12.98165,12.98165,,
3/30/2002,11.954258,,39.954258,19.954258,14.954258,11.954258,11.954258,,
3/31/2002,14.00905,,42.00905,22.00905,17.00905,14.00905,14.00905,,
4/1/2002,14.922287,,42.922287,22.922287,17.922287,14.922287,14.922287,,
4/2/2002,11.6117935,,39.6117935,19.6117935,14.6117935,11.6117935,11.6117935,,
4/3/2002,26.6802559,,54.6802559,34.6802559,29.6802559,26.6802559,26.6802559,,
4/4/2002,17.2053871,,45.2053871,25.2053871,20.2053871,17.2053871,17.2053871,,
4/5/2002,21.2008133,,49.2008133,29.2008133,24.2008133,21.2008133,21.2008133,,
4/6/2002,37.41083,,65.41083,45.41083,40.41083,37.41083,37.41083,,
4/7/2002,41.97703,,69.97703,49.97703,44.97703,41.97703,41.97703,,
4/8/2002,44.71674,,72.71674,52.71674,47.71674,44.71674,44.71674,,
4/9/2002,45.8583,,73.8583,53.8583,48.8583,45.8583,45.8583,,
4/10/2002,37.63914,,65.63914,45.63914,40.63914,37.63914,37.63914,,
4/11/2002,35.92681,,63.92681,43.92681,38.92681,35.92681,35.92681,,
4/12/2002,24.1688423,,52.1688423,32.1688423,27.1688423,24.1688423,24.1688423,,
4/13/2002,22.68483,,50.68483,30.68483,25.68483,22.68483,22.68483,,
4/14/2002,34.2144852,,62.2144852,42.2144852,37.2144852,34.2144852,34.2144852,,
4/15/2002,41.2921,,69.2921,49.2921,44.2921,41.2921,41.2921,,
4/16/2002,52.7075958,,80.7075958,60.7075958,55.7075958,52.7075958,52.7075958,,
4/17/2002,69.83085,,97.83085,77.83085,72.83085,69.83085,69.83085,,
4/18/2002,85.584244,,113.584244,93.584244,88.584244,85.584244,85.584244,,
4/19/2002,74.739517,,102.739517,82.739517,77.739517,74.739517,74.739517,,
4/20/2002,77.47924,,105.47924,85.47924,80.47924,77.47924,77.47924,,
4/21/2002,94.145874,,122.145874,102.145874,97.145874,94.145874,94.145874,,
4/22/2002,63.66648,,91.66648,71.66648,66.66648,63.66648,63.66648,,
4/23/2002,74.397049,,102.397049,82.397049,77.397049,74.397049,74.397049,,
4/24/2002,74.739517,,102.739517,82.739517,77.739517,74.739517,74.739517,,
4/25/2002,74.397049,,102.397049,82.397049,77.397049,74.397049,74.397049,,
4/26/2002,79.648186,,107.648186,87.648186,82.648186,79.648186,79.648186,,
4/27/2002,55.67563,,83.67563,63.67563,58.67563,55.67563,55.67563,,
4/28/2002,47.68478,,75.68478,55.68478,50.68478,47.68478,47.68478,,
4/29/2002,43.118576,,71.118576,51.118576,46.118576,43.118576,43.118576,,
4/30/2002,35.92681,,63.92681,43.92681,38.92681,35.92681,35.92681,,
5/1/2002,41.2921,,69.2921,49.2921,44.2921,41.2921,41.2921,,
5/2/2002,45.40168,,73.40168,53.40168,48.40168,45.40168,45.40168,,
5/3/2002,51.56605,,79.56605,59.56605,54.56605,51.56605,51.56605,,
5/4/2002,64.80803,,92.80803,72.80803,67.80803,64.80803,64.80803,,
5/5/2002,74.397049,,102.397049,82.397049,77.397049,74.397049,74.397049,,
5/6/2002,78.27832,,106.27832,86.27832,81.27832,78.27832,78.27832,,
5/7/2002,96.42897,,124.42897,104.42897,99.42897,96.42897,96.42897,,
5/8/2002,74.739517,,102.739517,82.739517,77.739517,74.739517,74.739517,,
5/9/2002,87.29657,,115.29657,95.29657,90.29657,87.29657,87.29657,,
5/10/2002,110.127579,,138.127579,118.127579,113.127579,110.127579,110.127579,,
5/11/2002,94.145874,,122.145874,102.145874,97.145874,94.145874,94.145874,,
5/12/2002,93.004318,,121.004318,101.004318,96.004318,93.004318,93.004318,,
5/13/2002,90.721222,,118.721222,98.721222,93.721222,90.721222,90.721222,,
5/14/2002,150.081833,,178.081833,158.081833,153.081833,150.081833,150.081833,,
5/15/2002,166.063538,,194.063538,174.063538,169.063538,166.063538,166.063538,,
5/16/2002,221.9995,,249.9995,229.9995,224.9995,221.9995,221.9995,,
5/17/2002,203.7347,,231.7347,211.7347,206.7347,203.7347,203.7347,,
5/18/2002,262.7756,,320.7756,300.7756,295.7756,292.7756,292.7756,,
5/19/2002,211.0404,,339.0404,319.0404,314.0404,311.0404,311.0404,,
5/20/2002,176.337479,,204.337479,184.337479,179.337479,176.337479,176.337479,,
5/21/2002,113.552231,,141.552231,121.552231,116.552231,113.552231,113.552231,,
5/22/2002,105.561371,,133.561371,113.561371,108.561371,105.561371,105.561371,,
5/23/2002,99.853622,,127.853622,107.853622,102.853622,99.853622,99.853622,,
5/24/2002,90.721222,,118.721222,98.721222,93.721222,90.721222,90.721222,,
5/25/2002,99.853622,,127.853622,107.853622,102.853622,99.853622,99.853622,,
5/26/2002,110.127579,,138.127579,118.127579,113.127579,110.127579,110.127579,,
5/27/2002,98.712074,,126.712074,106.712074,101.712074,98.712074,98.712074,,
5/28/2002,110.127579,,138.127579,118.127579,113.127579,110.127579,110.127579,,
5/29/2002,98.712074,,126.712074,106.712074,101.712074,98.712074,98.712074,,
5/30/2002,82.616211,,110.616211,90.616211,85.616211,82.616211,82.616211,,
5/31/2002,80.218956,,108.218956,88.218956,83.218956,80.218956,80.218956,,
6/1/2002,86.040863,,114.040863,94.040863,89.040863,86.040863,86.040863,,
6/2/2002,98.712074,,126.712074,106.712074,101.712074,98.712074,98.712074,,
6/3/2002,104.419815,,132.419815,112.419815,107.419815,104.419815,104.419815,,
6/4/2002,106.702927,,134.702927,114.702927,109.702927,106.702927,106.702927,,
6/5/2002,120.40152,,148.40152,128.40152,123.40152,120.40152,120.40152,,
6/6/2002,113.552231,,141.552231,121.552231,116.552231,113.552231,113.552231,,
6/7/2002,115.835327,,143.835327,123.835327,118.835327,115.835327,115.835327,,
6/8/2002,129.53392,,157.53392,137.53392,132.53392,129.53392,129.53392,,
6/9/2002,130.675476,,158.675476,138.675476,133.675476,130.675476,130.675476,,
6/10/2002,198.026932,,226.026932,206.026932,201.026932,198.026932,198.026932,,
6/11/2002,283.6432,,311.6432,291.6432,286.6432,283.6432,283.6432,,
6/12/2002,281.3601,,309.3601,289.3601,284.3601,281.3601,281.3601,,
6/13/2002,291.634064,,319.634064,299.634064,294.634064,291.634064,291.634064,,
6/14/2002,245.972046,,273.972046,253.972046,248.972046,245.972046,245.972046,,
6/15/2002,247.1136,,275.1136,255.1136,250.1136,247.1136,247.1136,,
6/16/2002,250.538239,,278.538239,258.538239,253.538239,250.538239,250.538239,,
6/17/2002,271.086151,,299.086151,279.086151,274.086151,271.086151,271.086151,,
6/18/2002,233.415,,261.415,241.415,236.415,233.415,233.415,,
6/19/2002,274.5108,,302.5108,282.5108,277.5108,274.5108,274.5108,,
6/20/2002,301.90802,,329.90802,309.90802,304.90802,301.90802,301.90802,,
6/21/2002,299.6249,,327.6249,307.6249,302.6249,299.6249,299.6249,,
6/22/2002,250.538239,,278.538239,258.538239,253.538239,250.538239,250.538239,,
6/23/2002,234.556549,,262.556549,242.556549,237.556549,234.556549,234.556549,,
6/24/2002,275.652344,,303.652344,283.652344,278.652344,275.652344,275.652344,,
6/25/2002,291.634064,,319.634064,299.634064,294.634064,291.634064,291.634064,,
6/26/2002,356.702423,,384.702423,364.702423,359.702423,356.702423,356.702423,,
6/27/2002,369.761627,,397.761627,377.761627,372.761627,369.761627,369.761627,,
6/28/2002,295.560852,,323.560852,303.560852,298.560852,295.560852,295.560852,,
6/29/2002,310.401031,,338.401031,318.401031,313.401031,310.401031,310.401031,,
6/30/2002,372.044739,,400.044739,380.044739,375.044739,372.044739,372.044739,,
7/1/2002,440.5377,,468.5377,448.5377,443.5377,440.5377,440.5377,,
7/2/2002,472.9576,,500.9576,480.9576,475.9576,472.9576,472.9576,,
7/3/2002,532.3182,,560.3182,540.3182,535.3182,532.3182,532.3182,,
7/4/2002,484.373047,,512.373047,492.373047,487.373047,484.373047,484.373047,,
7/5/2002,374.32782,,402.32782,382.32782,377.32782,374.32782,374.32782,,
7/6/2002,462.2272,,490.2272,470.2272,465.2272,462.2272,462.2272,,
7/7/2002,374.32782,,402.32782,382.32782,377.32782,374.32782,374.32782,,
7/8/2002,356.063019,,384.063019,364.063019,359.063019,356.063019,356.063019,,
7/9/2002,326.382721,,354.382721,334.382721,329.382721,326.382721,326.382721,,
7/10/2002,388.8483,,446.8483,426.8483,421.8483,418.8483,418.8483,388.8483,
7/11/2002,339.761627,,397.761627,377.761627,372.761627,369.761627,369.761627,339.761627,
7/12/2002,362.592621,,420.592621,400.592621,395.592621,392.592621,392.592621,362.592621,
7/13/2002,254.145355,,312.145355,292.145355,287.145355,284.145355,284.145355,254.145355,
7/14/2002,313.505981,,371.505981,351.505981,346.505981,343.505981,343.505981,313.505981,
7/15/2002,291.816528,,349.816528,329.816528,324.816528,321.816528,321.816528,291.816528,
7/16/2002,275.8348,,333.8348,313.8348,308.8348,305.8348,305.8348,275.8348,
7/17/2002,238.163666,,296.163666,276.163666,271.163666,268.163666,268.163666,238.163666,
7/18/2002,254.145355,,312.145355,292.145355,287.145355,284.145355,284.145355,254.145355,
7/19/2002,278.11792,,336.11792,316.11792,311.11792,308.11792,308.11792,278.11792,
7/20/2002,359.167969,,417.167969,397.167969,392.167969,389.167969,389.167969,359.167969,
7/21/2002,366.4737,,424.4737,404.4737,399.4737,396.4737,396.4737,366.4737,
7/22/2002,424.692749,,482.692749,462.692749,457.692749,454.692749,454.692749,424.692749,
7/23/2002,417.843445,,475.843445,455.843445,450.843445,447.843445,447.843445,417.843445,
7/24/2002,403.0033,,461.0033,441.0033,436.0033,433.0033,433.0033,403.0033,
7/25/2002,466.4737,,524.4737,504.4737,499.4737,496.4737,496.4737,466.4737,
7/26/2002,330.6292,,388.6292,368.6292,363.6292,360.6292,360.6292,330.6292,
